"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"20150526_Yeast_lipidomic_05_002"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_05_002"	"20150526_Yeast_lipidomic_05_002.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_05_002.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_16_001"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_16_001"	"20150526_Yeast_lipidomic_16_001.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_16_001.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_16_002"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_16_002"	"20150526_Yeast_lipidomic_16_002.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_16_002.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_QC_013"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_QC_013"	"20150526_Yeast_lipidomic_QC_013.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_QC_013.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_15_001"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_15_001"	"20150526_Yeast_lipidomic_15_001.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_15_001.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_15_002"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_15_002"	"20150526_Yeast_lipidomic_15_002.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_15_002.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_14_001"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_14_001"	"20150526_Yeast_lipidomic_14_001.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_14_001.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_14_002"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_14_002"	"20150526_Yeast_lipidomic_14_002.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_14_002.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_01_001"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_01_001"	"20150526_Yeast_lipidomic_01_001.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_01_001.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_01_002"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_01_002"	"20150526_Yeast_lipidomic_01_002.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_01_002.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_QC_014"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_QC_014"	"20150526_Yeast_lipidomic_QC_014.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_QC_014.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_QC_015"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_QC_015"	"20150526_Yeast_lipidomic_QC_015.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_QC_015.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"20150526_Yeast_lipidomic_QC_016"	"Sample collection"	"isopropanol/water "	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC CSH C18 (1.7 μm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	"N/A"	""	""	""	"Mass spectrometry"	"positive"	"50-2000"	"Waters Xevo G2-XS QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"20150526_Yeast_lipidomic_QC_016"	"20150526_Yeast_lipidomic_QC_016.raw"	"Data transformation"	""	"20150526_Yeast_lipidomic_QC_016.raw"	"Metabolite identification"	""	"m_PosLip_saccharomyces_cerevisiae_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
