"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"QC04_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC04_Neg"	"QC04_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC05_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC05_Neg"	"QC05_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC06_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC06_Neg"	"QC06_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC07_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC07_Neg"	"QC07_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC08_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC08_Neg"	"QC08_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC09_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC09_Neg"	"QC09_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC10_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC10_Neg"	"QC10_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC11_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC11_Neg"	"QC11_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC12_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC12_Neg"	"QC12_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC13_Neg"	"Extraction"	"60 µl 4:1 methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-800"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"QC13_Neg"	"QC13_Neg.zip"	"Data transformation"	"IguchiNeg_80SF_Raw"	"IguchiNeg_80SF_Raw.csv"	""	"IguchiNeg_80SF_norm_knn"	"IguchiNeg_80SF_norm_knn.csv"	""	"IguchiNeg_80SF_norm_knn_glog"	"IguchiNeg_80SF_norm_knn_glog.csv"	"Metabolite identification"	""	"m_neg_daphnia_pulex_est_dims_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
