"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Protocol REF"	"Raw Spectral Data File"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"CC_WB_BAT_52"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_52"	"Data transformation"	"CC_WB_BAT_52.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_53"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_53"	"Data transformation"	"CC_WB_BAT_53.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_54"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_54"	"Data transformation"	"CC_WB_BAT_54.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_55"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_55"	"Data transformation"	"CC_WB_BAT_55.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_56"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_56"	"Data transformation"	"CC_WB_BAT_56.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_57"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_57"	"Data transformation"	"CC_WB_BAT_59.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"CC_WB_BAT_60"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"CC_WB_BAT_60"	"Data transformation"	"CC_WB_BAT_60.raw"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_05"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_05"	"Data transformation"	"WB_ASWAT_06_03_12_POS_05.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_06"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_06"	"Data transformation"	"WB_ASWAT_06_03_12_POS_06.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_07"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_07"	"Data transformation"	"WB_ASWAT_06_03_12_POS_07.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_08"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_08"	"Data transformation"	"WB_ASWAT_06_03_12_POS_08.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_09"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_09"	"Data transformation"	"WB_ASWAT_06_03_12_POS_09.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_10"	"Data transformation"	"WB_ASWAT_06_03_12_POS_10.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_11"	"Data transformation"	"WB_ASWAT_06_03_12_POS_11.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_12"	"Data transformation"	"WB_ASWAT_06_03_12_POS_12.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_13"	"Data transformation"	"WB_ASWAT_06_03_12_POS_13.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_17"	"Data transformation"	"WB_ASWAT_06_03_12_POS_17.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_18"	"Data transformation"	"WB_ASWAT_06_03_12_POS_18.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_19"	"Data transformation"	"WB_ASWAT_06_03_12_POS_19.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_20"	"Data transformation"	"WB_ASWAT_06_03_12_POS_20.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_21"	"Data transformation"	"WB_ASWAT_06_03_12_POS_21.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_22"	"Data transformation"	"WB_ASWAT_06_03_12_POS_22.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_23"	"Data transformation"	"WB_ASWAT_06_03_12_POS_23.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_24"	"Data transformation"	"WB_ASWAT_06_03_12_POS_24.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_25"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_25"	"Data transformation"	"WB_ASWAT_06_03_12_POS_25.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_26"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_26"	"Data transformation"	"WB_ASWAT_06_03_12_POS_26.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_27"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_27"	"Data transformation"	"WB_ASWAT_06_03_12_POS_27.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_31"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_31"	"Data transformation"	"WB_ASWAT_06_03_12_POS_31.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_32"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_32"	"Data transformation"	"WB_ASWAT_06_03_12_POS_32.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_33"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_33"	"Data transformation"	"WB_ASWAT_06_03_12_POS_33.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_34"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_34"	"Data transformation"	"WB_ASWAT_06_03_12_POS_34.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_35"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_35"	"Data transformation"	"WB_ASWAT_06_03_12_POS_35.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_36"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_36"	"Data transformation"	"WB_ASWAT_06_03_12_POS_36.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_37"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_37"	"Data transformation"	"WB_ASWAT_06_03_12_POS_37.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_38"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_38"	"Data transformation"	"WB_ASWAT_06_03_12_POS_38.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_39"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_39"	"Data transformation"	"WB_ASWAT_06_03_12_POS_39.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_40"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_40"	"Data transformation"	"WB_ASWAT_06_03_12_POS_40.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_44"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_44"	"Data transformation"	"WB_ASWAT_06_03_12_POS_44.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_45"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_45"	"Data transformation"	"WB_ASWAT_06_03_12_POS_45.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"WB_ASWAT_06_03_12_POS_46"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C8 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1200"	"Waters Xevo G2 QTof"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"WB_ASWAT_06_03_12_POS_46"	"Data transformation"	"WB_ASWAT_06_03_12_POS_46.mzML"	""	""	"Metabolite identification"	""	"m_mice_adipose_tissue_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
