"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell Type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time Point]"	"Unit"	"Term Source REF"	"Term Accession Number"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 24hr A"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 24hr B"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 24hr C"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 48hr A"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 48hr B"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC 48hr C"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC Initial A"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC Initial B"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCC Initial C"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 24hr A"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 24hr B"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 24hr C"	"OCC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 48hr A"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 48hr B"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia 48hr C"	"OCC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia Initial A"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia Initial B"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCCmedia Initial C"	"OCC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.25hr A"	"OCSC"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.25hr B"	"OCSC"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.25hr C"	"OCSC"	""	""	"0.25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.50hr A"	"OCSC"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.50hr B"	"OCSC"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 0.50hr C"	"OCSC"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 08hr A"	"OCSC"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 08hr B"	"OCSC"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 08hr C"	"OCSC"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 24hr A"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 24hr B"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 24hr C"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 48hr A"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 48hr B"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC 48hr C"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC Initial A"	"OCSC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC Initial B"	"OCSC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSC Initial C"	"OCSC"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 24hr A"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 24hr B"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 24hr C"	"OCSC"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 48hr A"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 48hr B"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra OCSCmedia 48hr C"	"OCSC"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 A_2"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 A_3"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 A_4"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 B_1"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 B_2"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 B_3"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-26 B_4"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 A_1"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 A_2"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 A_3"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 B_1"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 B_2"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-27 B_3"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-28 A_1"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-28 A_2"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Extra QC 1-28 A_3"	"QC"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"extracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"Blank Extra 2D"	"Blank"	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
