"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Apparent metabolisable energy]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of starch]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of lipids]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Coefficient of digestive utilisation of nitrogen]"	"Unit"	"Term Source REF"	"Term Accession Number"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-41"	"2801.97"	"kcal/kg"	""	""	"Male"	""	""	"87.237"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.875"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.619"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-41"	"2801.97"	"kcal/kg"	""	""	"Male"	""	""	"87.237"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.875"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.619"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-31"	"2837.29"	"kcal/kg"	""	""	"Male"	""	""	"90.455"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"63.039"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-31"	"2837.29"	"kcal/kg"	""	""	"Male"	""	""	"90.455"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"63.039"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-31"	"2837.29"	"kcal/kg"	""	""	"Male"	""	""	"90.455"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"63.039"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.221"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-57"	"2838.15"	"kcal/kg"	""	""	"Male"	""	""	"96.769"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"65.846"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"71.374"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-57"	"2838.15"	"kcal/kg"	""	""	"Male"	""	""	"96.769"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"65.846"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"71.374"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-23"	"2896.67"	"kcal/kg"	""	""	"Male"	""	""	"95.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.151"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.374"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-23"	"2896.67"	"kcal/kg"	""	""	"Male"	""	""	"95.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.151"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.374"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-23"	"2896.67"	"kcal/kg"	""	""	"Male"	""	""	"95.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"62.151"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.374"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-60"	"2929.75"	"kcal/kg"	""	""	"Female"	""	""	"96.43"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.507"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.46"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-60"	"2929.75"	"kcal/kg"	""	""	"Female"	""	""	"96.43"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.507"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.46"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-60"	"2929.75"	"kcal/kg"	""	""	"Female"	""	""	"96.43"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.507"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.46"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-15"	"2930.54"	"kcal/kg"	""	""	"Male"	""	""	"94.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.771"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.362"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-15"	"2930.54"	"kcal/kg"	""	""	"Male"	""	""	"94.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.771"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.362"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-15"	"2930.54"	"kcal/kg"	""	""	"Male"	""	""	"94.738"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.771"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.362"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-7"	"2934.02"	"kcal/kg"	""	""	"Male"	""	""	"91.216"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.042"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.205"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-7"	"2934.02"	"kcal/kg"	""	""	"Male"	""	""	"91.216"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.042"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.205"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-7"	"2934.02"	"kcal/kg"	""	""	"Male"	""	""	"91.216"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.042"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"72.205"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-38"	"2979.38"	"kcal/kg"	""	""	"Male"	""	""	"94.457"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.797"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-38"	"2979.38"	"kcal/kg"	""	""	"Male"	""	""	"94.457"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.797"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-38"	"2979.38"	"kcal/kg"	""	""	"Male"	""	""	"94.457"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.209"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"74.797"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-50"	"2980.22"	"kcal/kg"	""	""	"Male"	""	""	"95.718"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.509"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.131"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-50"	"2980.22"	"kcal/kg"	""	""	"Male"	""	""	"95.718"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.509"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.131"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-50"	"2980.22"	"kcal/kg"	""	""	"Male"	""	""	"95.718"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.509"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.131"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-25"	"2986.53"	"kcal/kg"	""	""	"Female"	""	""	"95.13"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.767"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.693"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-25"	"2986.53"	"kcal/kg"	""	""	"Female"	""	""	"95.13"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.767"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.693"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-25"	"2986.53"	"kcal/kg"	""	""	"Female"	""	""	"95.13"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.767"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"75.693"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-1"	"3018.45"	"kcal/kg"	""	""	"Male"	""	""	"95.061"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.359"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.743"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-1"	"3018.45"	"kcal/kg"	""	""	"Male"	""	""	"95.061"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.359"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.743"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-1"	"3018.45"	"kcal/kg"	""	""	"Male"	""	""	"95.061"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"79.359"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.743"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-48"	"3019.11"	"kcal/kg"	""	""	"Female"	""	""	"97.199"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.654"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.862"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-48"	"3019.11"	"kcal/kg"	""	""	"Female"	""	""	"97.199"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.654"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.862"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-48"	"3019.11"	"kcal/kg"	""	""	"Female"	""	""	"97.199"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"70.654"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.862"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-8"	"3062.03"	"kcal/kg"	""	""	"Male"	""	""	"94.589"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.986"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.524"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-8"	"3062.03"	"kcal/kg"	""	""	"Male"	""	""	"94.589"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.986"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.524"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-8"	"3062.03"	"kcal/kg"	""	""	"Male"	""	""	"94.589"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.986"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"76.524"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-18"	"3084.11"	"kcal/kg"	""	""	"Female"	""	""	"96.647"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.598"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.513"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-18"	"3084.11"	"kcal/kg"	""	""	"Female"	""	""	"96.647"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.598"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.513"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-18"	"3084.11"	"kcal/kg"	""	""	"Female"	""	""	"96.647"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.598"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.513"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-53"	"3085.83"	"kcal/kg"	""	""	"Female"	""	""	"98.137"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.347"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.893"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-53"	"3085.83"	"kcal/kg"	""	""	"Female"	""	""	"98.137"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.347"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.893"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-53"	"3085.83"	"kcal/kg"	""	""	"Female"	""	""	"98.137"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"82.347"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.893"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-22"	"3093.19"	"kcal/kg"	""	""	"Male"	""	""	"99.011"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.105"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.964"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-22"	"3093.19"	"kcal/kg"	""	""	"Male"	""	""	"99.011"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.105"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.964"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-22"	"3093.19"	"kcal/kg"	""	""	"Male"	""	""	"99.011"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.105"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"77.964"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-20"	"3103.21"	"kcal/kg"	""	""	"Male"	""	""	"94.799"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.497"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.103"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-20"	"3103.21"	"kcal/kg"	""	""	"Male"	""	""	"94.799"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.497"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.103"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-20"	"3103.21"	"kcal/kg"	""	""	"Male"	""	""	"94.799"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"83.497"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"78.103"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"S-16"	"3110.85"	"kcal/kg"	""	""	"Female"	""	""	"97.684"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.204"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.942"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"ileal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000969"	"Sample collection"	"I-16"	"3110.85"	"kcal/kg"	""	""	"Female"	""	""	"97.684"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.204"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.942"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
"AIL-8"	"Gallus gallus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9031"	"cecal content"	"MEO"	"http://purl.jp/bio/11/meo/MEO_0000970"	"Sample collection"	"C-16"	"3110.85"	"kcal/kg"	""	""	"Female"	""	""	"97.684"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.204"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"	"81.942"	"percent"	"UO"	"http://purl.obolibrary.org/obo/UO_0000187"
