Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell]	Term Source REF	Term Accession Number	Characteristics[cell provider]	Characteristics[cellular component]	Term Source REF	Term Accession Number	Characteristics[life cycle stage]	Characteristics[genotype]	Characteristics[passage number]	Protocol REF	Parameter Value[cell culture vessel]	Parameter Value[cell culture configuration]	Parameter Value[cell culture matrix]	Term Source REF	Term Accession Number	Parameter Value[seeding density]	Parameter Value[cell culture medium]	Parameter Value[cell culture serum]	Parameter Value[cell culture serum concentration]	Unit	Term Source REF	Term Accession Number	Parameter Value[cell culture antibiotics]	Parameter Value[cell culture temperature]	Unit	Term Source REF	Term Accession Number	Parameter Value[cell culture CO2 partial pressure]	Parameter Value[cell confluence level]	Unit	Term Source REF	Term Accession Number	Parameter Value[plate identifier]	Parameter Value[plate well number]	Parameter Value[plate well column coordinate]	Parameter Value[plate well row coordinate]	Protocol REF	Parameter Value[perturbation order]	Parameter Value[perturbation agent type]	Parameter Value[perturbation agent]	Term Source REF	Term Accession Number	Parameter Value[perturbation agent delivery]	Parameter Value[perturbation agent solvent]	Term Source REF	Term Accession Number	Parameter Value[perturbation agent solvent concentration]	Unit	Term Source REF	Term Accession Number	Parameter Value[perturbation dose]	Parameter Value[perturbation duration]	Unit	Term Source REF	Term Accession Number	Parameter Value[targeted gene identifier]	Parameter Value[gene construct tag]	Parameter Value[mode of expression]	Sample Name	Factor Value[perturbation agent]	Term Source REF	Term Accession Number	Factor Value[perturbation dose]	Unit	Term Source REF	Term Accession Number	Factor Value[perturbation time post exposure]	Unit	Term Source REF	Term Accession Number
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000202												38	8	C	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture38	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000203												39	8	D	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture39	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000204												40	8	E	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture40	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000205												41	8	F	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture41	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000206												42	8	G	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture42	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000207												43	9	B	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture43	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000208												44	9	C	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture44	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000209												45	9	D	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture45	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000210												46	9	E	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture46	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000211												47	9	F	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture47	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000212												48	9	G	perturbation	1	chemical compound	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture48	gefitinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49668	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000033
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000213												49	10	B	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture49	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000214												50	10	C	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture50	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000215												51	10	D	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture51	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000216												52	10	E	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture52	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000217												53	10	F	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture53	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000218												54	10	G	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture54	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	5	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000219												55	11	B	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture55	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000220												56	11	C	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture56	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000221												57	11	D	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture57	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000222												58	11	E	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture58	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000223												59	11	F	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture59	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000033
CL1	Homo sapiens			MDA-MB-231	CLO	http://purl.obolibrary.org/obo/CLO_0007634					N/A		1	cell growth	coated microplate	confluent layer	2_mg/ml collagen			45000 cells/well	DMEM GlutaMAX	fetal bovine serum heat inactivated	10	%	UO	 http://purl.obolibrary.org/obo/UO_0000224												60	11	G	perturbation	1	chemical compound	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	addition to medium	N/A			10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064									culture60	lapatinib	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49603	10	micromolar	UO	http://purl.obolibrary.org/obo/UO_0000064	0		UO	 http://purl.obolibrary.org/obo/UO_0000032
