"Sample Name"	"Factor Value[season]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Autumn_Hypcup_02"	"Autumn"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_10_Hypcup_1-B.3_01_6629"	"neg_10_Hypcup_1-B,3_01_6629.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Gripul_02"	"Autumn"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_11_Gripul_1-B.4_01_6630"	"neg_11_Gripul_1-B,4_01_6630.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Brarut_02"	"Autumn"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_12_Brarut_1-B.5_01_6631"	"neg_12_Brarut_1-B,5_01_6631.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Plaund_01"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_13_Plaund_1-B.6_01_6632"	"neg_13_Plaund_1-B,6_01_6632.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Plaund_02"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_14_Plaund_1-B.7_01_6633"	"neg_14_Plaund_1-B,7_01_6633.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Plaund_03"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_15_Plaund_1-C.1_01_6636"	"neg_15_Plaund_1-C,1_01_6636.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Calcus_01"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_16_Calcus_1-C.2_01_6637"	"neg_16_Calcus_1-C,2_01_6637.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Calcus_02"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_17_Calcus_1-C.3_01_6638"	"neg_17_Calcus_1-C,3_01_6638.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Rhysqu_01"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_18_Rhysqu_1-C.4_01_6640"	"neg_18_Rhysqu_1-C,4_01_6640.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Rhysqu_02"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_19_Rhysqu_1-C.5_01_6641"	"neg_19_Rhysqu_1-C,5_01_6641.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Calcus_03"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_20_Calcus_1-C.6_01_6642"	"neg_20_Calcus_1-C,6_01_6642.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Rhysqu_03"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_21_Rhysqu_1-C.7_01_6643"	"neg_21_Rhysqu_1-C,7_01_6643.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Hypcup_03"	"Autumn"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_22_Hypcup_1-D.1_01_6647"	"neg_22_Hypcup_1-D,1_01_6647.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Gripul_03"	"Autumn"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_23_Gripul_1-D.2_01_6648"	"neg_23_Gripul_1-D,2_01_6648.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Brarut_03"	"Autumn"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_24_Brarut_1-D.3_01_6649"	"neg_24_Brarut_1-D,3_01_6649.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Marpol_01"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_25_Marpol_1-D.4_01_6650"	"neg_25_Marpol_1-D,4_01_6650.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Marpol_02"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_26_Marpol_1-D.5_01_6651"	"neg_26_Marpol_1-D,5_01_6651.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Autumn_Marpol_03"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_27_Marpol_1-D.6_01_6652"	"neg_27_Marpol_1-D,6_01_6652.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Fistax_01"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_01_Fistax_1-A.2_01_7158"	"neg_01_Fistax_1-A,2_01_7158.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Fistax_02"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_02_Fistax_1-A.3_01_7159"	"neg_02_Fistax_1-A,3_01_7159.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Fistax_03"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_03_Fistax_1-A.4_01_7160"	"neg_03_Fistax_1-A,4_01_7160.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Hypcup_01"	"Winter"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_04_Hypcup_1-A.5_01_7161"	"neg_04_Hypcup_1-A,5_01_7161.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Brarut_01"	"Winter"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_05_Brarut_1-A.6_01_7162"	"neg_05_Brarut_1-A,6_01_7162.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Polstr_01"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_06_Polstr_1-A.7_01_7163"	"neg_06_Polstr_1-A,7_01_7163.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Polstr_02"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_07_Polstr_1-A.8_01_7164"	"neg_07_Polstr_1-A,8_01_7164.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Polstr_03"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_08_Polstr_1-A.1_01_7167"	"neg_08_Polstr_1-A,1_01_7167.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Gripul_01"	"Winter"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_09_Gripul_1-A.2_01_7168"	"neg_09_Gripul_1-A,2_01_7168.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Hypcup_02"	"Winter"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_10_Hypcup_1-A.3_01_7169"	"neg_10_Hypcup_1-A,3_01_7169.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Plaund_01"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_11_Plaund_1-A.4_01_7170"	"neg_11_Plaund_1-A,4_01_7170.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Plaund_02"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_12_Plaund_1-A.5_01_7171"	"neg_12_Plaund_1-A,5_01_7171.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Plaund_03"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_13_Plaund_1-A.6_01_7172"	"neg_13_Plaund_1-A,6_01_7172.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Rhysqu_01"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_14_Rhysqu_1-A.7_01_7173"	"neg_14_Rhysqu_1-A,7_01_7173.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Rhysqu_02"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_15_Rhysqu_1-A.8_01_7176"	"neg_15_Rhysqu_1-A,8_01_7176.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Rhysqu_03"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_16_Rhysqu_1-A.1_01_7177"	"neg_16_Rhysqu_1-A,1_01_7177.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Calcus_01"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_17_Calcus_1-A.2_01_7178"	"neg_17_Calcus_1-A,2_01_7178.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Calcus_02"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_18_Calcus_1-A.3_01_7179"	"neg_18_Calcus_1-A,3_01_7179.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
"Winter_Calcus_03"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"neg_19_Calcus_1-A.4_01_7180"	"neg_19_Calcus_1-A,4_01_7180.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_negative_mode.maf.tsv"
