"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Calibrant list]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"
"batch02_S02"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S02"	"batch02_S02__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S02__Dataset02_AT"	"batch02_S02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S02__Dataset03_FS"	"batch02_S02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S02__Dataset05_SPL"	"batch02_S02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S02__Dataset06_FPL"	"batch02_S02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_S09"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S09"	"batch02_S09__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S09__Dataset02_AT"	"batch02_S09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S09__Dataset03_FS"	"batch02_S09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S09__Dataset05_SPL"	"batch02_S09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S09__Dataset06_FPL"	"batch02_S09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_C02"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_C02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_C02"	"batch02_C02__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_C02__Dataset02_AT"	"batch02_C02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_C02__Dataset03_FS"	"batch02_C02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_C02__Dataset05_SPL"	"batch02_C02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_C02__Dataset06_FPL"	"batch02_C02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_QC10"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_QC10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_QC10"	"batch02_QC10__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_QC10__Dataset02_AT"	"batch02_QC10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_QC10__Dataset03_FS"	"batch02_QC10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_QC10__Dataset05_SPL"	"batch02_QC10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_QC10__Dataset06_FPL"	"batch02_QC10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_S04"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S04"	"batch02_S04__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S04__Dataset02_AT"	"batch02_S04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S04__Dataset03_FS"	"batch02_S04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S04__Dataset05_SPL"	"batch02_S04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S04__Dataset06_FPL"	"batch02_S04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_S08"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S08"	"batch02_S08__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S08__Dataset02_AT"	"batch02_S08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S08__Dataset03_FS"	"batch02_S08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S08__Dataset05_SPL"	"batch02_S08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S08__Dataset06_FPL"	"batch02_S08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_C04"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_C04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_C04"	"batch02_C04__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_C04__Dataset02_AT"	"batch02_C04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_C04__Dataset03_FS"	"batch02_C04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_C04__Dataset05_SPL"	"batch02_C04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_C04__Dataset06_FPL"	"batch02_C04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_S10"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_S10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_S10"	"batch02_S10__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_S10__Dataset02_AT"	"batch02_S10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_S10__Dataset03_FS"	"batch02_S10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_S10__Dataset05_SPL"	"batch02_S10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_S10__Dataset06_FPL"	"batch02_S10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_C09"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_C09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_C09"	"batch02_C09__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_C09__Dataset02_AT"	"batch02_C09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_C09__Dataset03_FS"	"batch02_C09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_C09__Dataset05_SPL"	"batch02_C09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_C09__Dataset06_FPL"	"batch02_C09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch02_QC11"	"Extraction"	"80:20 methanol/water"	"other"	"batch02_QC11"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch02_QC11"	"batch02_QC11__Dataset01_IRF.zip"	"Averaging of transients"	"batch02_QC11__Dataset02_AT"	"batch02_QC11__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch02_QC11__Dataset03_FS"	"batch02_QC11__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch02_QC11__Dataset05_SPL"	"batch02_QC11__Dataset05_SPL.zip"	"Replicate Filtering"	"batch02_QC11__Dataset06_FPL"	"batch02_QC11__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C05"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C05"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C05"	"batch03_C05__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C05__Dataset02_AT"	"batch03_C05__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C05__Dataset03_FS"	"batch03_C05__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C05__Dataset05_SPL"	"batch03_C05__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C05__Dataset06_FPL"	"batch03_C05__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S03"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S03"	"batch03_S03__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S03__Dataset02_AT"	"batch03_S03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S03__Dataset03_FS"	"batch03_S03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S03__Dataset05_SPL"	"batch03_S03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S03__Dataset06_FPL"	"batch03_S03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S07"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S07"	"batch03_S07__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S07__Dataset02_AT"	"batch03_S07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S07__Dataset03_FS"	"batch03_S07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S07__Dataset05_SPL"	"batch03_S07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S07__Dataset06_FPL"	"batch03_S07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C01"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C01"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C01"	"batch03_C01__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C01__Dataset02_AT"	"batch03_C01__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C01__Dataset03_FS"	"batch03_C01__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C01__Dataset05_SPL"	"batch03_C01__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C01__Dataset06_FPL"	"batch03_C01__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C10"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C10"	"batch03_C10__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C10__Dataset02_AT"	"batch03_C10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C10__Dataset03_FS"	"batch03_C10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C10__Dataset05_SPL"	"batch03_C10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C10__Dataset06_FPL"	"batch03_C10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_QC12"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_QC12"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_QC12"	"batch03_QC12__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_QC12__Dataset02_AT"	"batch03_QC12__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_QC12__Dataset03_FS"	"batch03_QC12__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_QC12__Dataset05_SPL"	"batch03_QC12__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_QC12__Dataset06_FPL"	"batch03_QC12__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_S01"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_S01"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_S01"	"batch03_S01__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_S01__Dataset02_AT"	"batch03_S01__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_S01__Dataset03_FS"	"batch03_S01__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_S01__Dataset05_SPL"	"batch03_S01__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_S01__Dataset06_FPL"	"batch03_S01__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
"batch03_C03"	"Extraction"	"80:20 methanol/water"	"other"	"batch03_C03"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch03_C03"	"batch03_C03__Dataset01_IRF.zip"	"Averaging of transients"	"batch03_C03__Dataset02_AT"	"batch03_C03__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch03_C03__Dataset03_FS"	"batch03_C03__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch03_C03__Dataset05_SPL"	"batch03_C03__Dataset05_SPL.zip"	"Replicate Filtering"	"batch03_C03__Dataset06_FPL"	"batch03_C03__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9b__SFPM_PQN_BATCH_KNN.xlsx"	"Glog Transformation"	""	"Dataset10b__SFPM_PQN_BATCH_KNN_GLOG.xlsx"	""	""	""	""
