"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Stress]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gene knockout]"	"Term Source REF"	"Term Accession Number"
"B221"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"61"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B222"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"62"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B223"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"63"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"wild type genotype"	""	""
"B224"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"64"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B225"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"65"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B226"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"66"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B227"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"67"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"wild type genotype"	""	""
"B228"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"68"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B229"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"69"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"wild type genotype"	""	""
"B230"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"70"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B231"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"71"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B232"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"72"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B233"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"73"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"wild type genotype"	""	""
"B234"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"74"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B235"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"75"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B236"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"76"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B237"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"77"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B238"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"78"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B239"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"79"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B240"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"80"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B31"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"81"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B32"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"82"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B33"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"83"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"wild type genotype"	""	""
"B34"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"84"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B35"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"85"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B36"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"86"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"wild type genotype"	""	""
"B37"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"87"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B38"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"88"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"wild type genotype"	""	""
"B39"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"89"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B310"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"90"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B311"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"91"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"wild type genotype"	""	""
"B312"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"92"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B313"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"93"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B314"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"94"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B315"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"95"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B316"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"96"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B317"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"97"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B318"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"98"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B319"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"99"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B320"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"100"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B321"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"101"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B322"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"102"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"mutant strain"	""	""
"B323"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"103"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B324"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"104"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B325"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"105"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"wild type genotype"	""	""
"B326"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"106"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B327"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"107"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"wild type genotype"	""	""
"B328"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"108"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Toluene liquid"	""	""	"mutant strain"	""	""
"B329"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"109"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"wild type genotype"	""	""
"B330"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"110"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B331"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"111"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B332"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"112"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B333"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"113"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene and liquid "	""	""	"wild type genotype"	""	""
"B334"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"114"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B335"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"115"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B336"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"116"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Gas toluene"	""	""	"mutant strain"	""	""
"B337"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"117"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B338"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"118"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B339"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"119"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"mutant strain"	""	""
"B34"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"120"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"Control"	""	""	"wild type genotype"	""	""
"B11"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC Sample"	"QC Sample"	""	""	""	"QC Sample"	""	""	"wild type genotype"	""	""
