"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"Glutamine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS395"	"Glutamine"	""	""	"+15N-glutamine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS354"	"Proline"	""	""	"+15N-proline"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS358"	"Proline"	""	""	"+15N-proline"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cb15IV223"	"Proline"	""	""	"+15N-proline"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cb15IV227"	"Proline"	""	""	"+15N-proline"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cb15IV253"	"Proline"	""	""	"+15N-proline"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Proline"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2cb15IV257"	"Proline"	""	""	"+15N-proline"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0Oc15gms424"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2Oc15gms428"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0Oc15IV032"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2Oc15IV036"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0Oc15IV043"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2Oc15IV047"	"Ornithine"	""	""	"+15N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Arginine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0rc15GMS434"	"Arginine"	""	""	"+15N-arginine"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Arginine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2rc15GMS440"	"Arginine"	""	""	"+15N-arginine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Arginine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0rc15IV016"	"Arginine"	""	""	"+15N-arginine"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Arginine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"2rc15IV022"	"Arginine"	""	""	"+15N-arginine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"roIV638"	"Arginine+ornithine"	""	""	"+15N-arginine+14N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"roIV639"	"Arginine+ornithine"	""	""	"+15N-arginine+14N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"roIV640"	"Arginine+ornithine"	""	""	"+15N-arginine+14N-ornithine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"rIV643"	"Arginine+ornithine"	""	""	"+15N-arginine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"rIV644"	"Arginine+ornithine"	""	""	"+15N-arginine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Arginine+ornithine"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"rIV645"	"Arginine+ornithine"	""	""	"+15N-arginine"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS322a"	"Nifurtimox_low"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS324a"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS326a"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"GMS328a"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c00GMS349"	"Nifurtimox_low"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c01GMS350"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c24GMS351"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c48GMS352"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c00GMS364"	"Nifurtimox_low"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c01GMS366"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c24GMS368"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c48GMS370"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c00GMS372"	"Nifurtimox_low"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c01GMS374"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c24GMS376"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Nifurtimox_low"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"c48GMS378"	"Nifurtimox_low"	""	""	"1.5 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"000cnif_IV465_110616210654"	"Nifurtimox_high"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"005cnif_IV467_110616201927"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"01cnif_IV469_110617001631"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"02cnif_IV471_110617015121"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"05cnif_IV473_110616232906"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"24cnif_IV475_110616175714"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"000cnif_IV479_110616224142"	"Nifurtimox_high"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"005cnif_IV481_110617023901"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"01cnif_IV483_110616184437"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"02cnif_IV485_110616131220"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"05cnif_IV487_110617010356"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"24cnif_IV489_110616122450"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"48cnif_IV491_110616215418"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"000cnif_IV495_110617032641"	"Nifurtimox_high"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"005cnif_IV497_110616162223"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"01cnif_IV499_110616170950"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"02cnif_IV501_110616135953"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"05cnif_IV503_110616113726"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"24cnif_IV505_110616144720"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"Nifurtimox_high"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"48cnif_IV507_110616153458"	"Nifurtimox_high"	""	""	"60 µM nifurtimox"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV578"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV586"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV594"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV608"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV617"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"0cIV628"	"NECT"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV580"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV588"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV596"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"NECT"	"Trypanosoma brucei"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/5691"	"bloodstream form"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000134"	"Sample collection"	"1cIV610"	"NECT"	""	""	"60 µM nifurtimox+500 µM DFMO"	""	""	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
