"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan m/z range]"	"Parameter Value[Scan polarity]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"87"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"87"	"87_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"88"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"88"	"88_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"89"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"89"	"89_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"90"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"90"	"90_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"58"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"58"	"58_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"59"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"59"	"59_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"60"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"60"	"60_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"61"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"61"	"61_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"62"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"62"	"62_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"63"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"63"	"63_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"64"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"64"	"64_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"65"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"65"	"65_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"66"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"66"	"66_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"67"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"67"	"67_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"68"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"68"	"68_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"69"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"69"	"69_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"70"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"70"	"70_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"71"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"71"	"71_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"72"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"72"	"72_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"73"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"73"	"73_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"74"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"74"	"74_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"75"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"75"	"75_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"76"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"76"	"76_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"77"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"77"	"77_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"39"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"39"	"39_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"40"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"40"	"40_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"41"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"41"	"41_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"42"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"42"	"42_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"43"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"43"	"43_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"44"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"44"	"44_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"45"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"45"	"45_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"46"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"46"	"46_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"47"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"47"	"47_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"48"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"48"	"48_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"49"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"49"	"49_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"50"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"50"	"50_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"51"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"51"	"51_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"52"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"52"	"52_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"53"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"53"	"53_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"54"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"54"	"54_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"55"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"55"	"55_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"56"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"56"	"56_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
"57"	"Extraction"	"isopropyl alcohol "	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Agilent 6530 Accurate-Mass Q-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"57"	"57_pos.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_POS_lipid_mass_spectrometry_v2_maf.tsv"
