"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"v6 5 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"v6 5 7"	"v6 5 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 1 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 1 7"	"V7 1 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 2 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 2 7 "	"V7 2 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 24 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 24 6"	"V7 24 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 25 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 25 6"	"V7 25 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 26 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 26 6"	"V7 26 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 28 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 28 6"	"V7 28 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 3 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 3 7"	"V7 3 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 4 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 4 7"	"V7 4 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V7 5 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V7 5 7"	"V7 5 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 1 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 1 7 "	"V8 1 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 2 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 2 7"	"V8 2 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 24 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 24 6"	"V8 24 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 25 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 25 6"	"V8 25 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 26 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 26 6"	"V8 26 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 27 6 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 27 6 "	"V8 27 6 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 28 6 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 28 6 "	"V8 28 6 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 3 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 3 7 "	"V8 3 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 4 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 4 7"	"V8 4 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V8 5 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V8 5 7 "	"V8 5 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 1 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 1 7 "	"V9 1 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 2 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 2 7"	"V9 2 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 25 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 25 6"	"V9 25 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 26 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 26 6"	"V9 26 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 27 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 27 6"	"V9 27 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 28 6"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 28 6"	"V9 28 6.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 3 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 3 7"	"V9 3 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 4 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 4 7"	"V9 4 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V9 5 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V9 5 7"	"V9 5 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 1 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 1 8 "	"V1 1 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 12 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 12 7 "	"V1 12 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 17 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 17 7 "	"V1 17 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 22 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 22 7"	"V1 22 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 27 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 27 7 "	"V1 27 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 6 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 6 8 "	"V1 6 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V1 8 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V1 8 7"	"V1 8 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 1 8"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 1 8"	"V10 1 8.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 12 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 12 7"	"V10 12 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 17 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 17 7 "	"V10 17 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 22 7"	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 22 7"	"V10 22 7.raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 27 7 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 27 7 "	"V10 27 7 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"V10 6 8 "	"Extraction"	"sample dissolved in initial mobile phase"	"urine"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"NUCLEODUR C18 Isis (1.8 µm, 2 mm x 100 mm; HiChrom)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"alternating"	"150-800"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"V10 6 8 "	"V10 6 8 .raw"	"Data transformation"	"N/A"	""	"Metabolite identification"	""	"m_bovine_urine_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
