"Sample Name"	"Protocol REF"	"Parameter Value[Sample mounting]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample preservation]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sectioning instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Section thickness]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Spatial resolution]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Pixel size x]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Pixel size y]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Max count of pixel x]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Max count of pixel y]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Max dimension x]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Max dimension y]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector mode]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Spectrum representation]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw datafile format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Line scan direction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Linescan sequence]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan pattern]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of scans]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[Stain]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[High-res image]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Low-res image]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Data Transformation software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Data Transformation Name"	"Metabolite Assignment File"
"LNTO29_18_2"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"62"	""	""	"68"	""	""	"4650"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"4216"	""	""	"LNTO29_18_2"	"LNTO29_18_2.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO29_18_2.jpg"	""	""	"Data transformation"	""	"LNTO29_18_2.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_16_1"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"95"	""	""	"94"	""	""	"7125"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"7050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"8930"	""	""	"LNTO30_16_1"	"LNTO30_16_1.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_16_1.jpg"	""	""	"Data transformation"	""	"LNTO30_16_1.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_17_1"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"89"	""	""	"94"	""	""	"6675"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"7050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"8366"	""	""	"LNTO30_17_1"	"LNTO30_17_1.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_17_1.jpg"	""	""	"Data transformation"	""	"LNTO30_17_1.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_17_2"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"82"	""	""	"54"	""	""	"6150"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"4050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"4428"	""	""	"LNTO30_17_2"	"LNTO30_17_2.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_17_2.jpg"	""	""	"Data transformation"	""	"LNTO30_17_2.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_1"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"69"	""	""	"68"	""	""	"5175"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"4692"	""	""	"LNTO30_7_1"	"LNTO30_7_1.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_1.jpg"	""	""	"Data transformation"	""	"LNTO30_7_1.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_2"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"82"	""	""	"68"	""	""	"6150"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"5576"	""	""	"LNTO30_7_2"	"LNTO30_7_2.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_2.jpg"	""	""	"Data transformation"	""	"LNTO30_7_2.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_3"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"102"	""	""	"46"	""	""	"7650"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"3450"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"4692"	""	""	"LNTO30_7_3"	"LNTO30_7_3.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_3.jpg"	""	""	"Data transformation"	""	"LNTO30_7_3.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_4"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"121"	""	""	"94"	""	""	"9075"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"7050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"11374"	""	""	"LNTO30_7_4"	"LNTO30_7_4.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_4.jpg"	""	""	"Data transformation"	""	"LNTO30_7_4.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_5"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"102"	""	""	"74"	""	""	"7650"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5550"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"7548"	""	""	"LNTO30_7_5"	"LNTO30_7_5.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_5.jpg"	""	""	"Data transformation"	""	"LNTO30_7_5.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_7_6"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"82"	""	""	"54"	""	""	"6150"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"4050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"4428"	""	""	"LNTO30_7_6"	"LNTO30_7_6.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_7_6.jpg"	""	""	"Data transformation"	""	"LNTO30_7_6.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_8L_1"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"82"	""	""	"61"	""	""	"6150"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"4575"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"5002"	""	""	"LNTO30_8L_1"	"LNTO30_8L_1.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_8L_1.jpg"	""	""	"Data transformation"	""	"LNTO30_8L_1.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_8L_2"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"82"	""	""	"68"	""	""	"6150"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"5576"	""	""	"LNTO30_8L_2"	"LNTO30_8L_2.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_8L_2.jpg"	""	""	"Data transformation"	""	"LNTO30_8L_2.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_8M_1"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"69"	""	""	"54"	""	""	"5175"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"4050"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"3726"	""	""	"LNTO30_8M_1"	"LNTO30_8M_1.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_8M_1.jpg"	""	""	"Data transformation"	""	"LNTO30_8M_1.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
"LNTO30_8M_2"	"Preparation"	"Glass slide"	""	""	"Fresh frozen"	""	""	"Thermo Shandon"	""	""	"15"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	""	""	"Mass spectrometry"	"negative"	"150-1000"	"Thermo Scientific Exactive"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"methanol"	""	""	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"75"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"108"	""	""	"68"	""	""	"8100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"5100"	"micrometer"	"UO"	"http://purl.obolibrary.org/obo/UO_0000017"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	"pulse counting"	"MS"	"http://purl.obolibrary.org/obo/MS_1000118"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"centroid spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000127"	"Thermo RAW"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Xcalibur v1.1-135101/1.1.2.1351"	""	""	"linescan left right"	""	""	"top down"	""	""	"flyback"	""	""	"horizontal line scan"	""	""	"7344"	""	""	"LNTO30_8M_2"	"LNTO30_8M_2.ibd"	""	"Histology"	"Hematoxylin and Eosin Staining Method and AE1/AE3 antibody"	""	""	""	""	""	"LNTO30_8M_2.jpg"	""	""	"Data transformation"	""	"LNTO30_8M_2.imzML"	"Metabolite identification"	"custom unreleased software v1.1 beta"	""	""	""	""	""
