"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Signal range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Resolution]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"LUBUSKI9797"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9797"	"LUBUSKI9797.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9802"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9802"	"LUBUSKI9802.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9807"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9807"	"LUBUSKI9807.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9912"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9912"	"LUBUSKI9912.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9917"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9917"	"LUBUSKI9917.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9922"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9922"	"LUBUSKI9922.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI9927"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI9927"	"LUBUSKI9927.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10092"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10092"	"GEORGIA10092.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10097"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10097"	"GEORGIA10097.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10102"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10102"	"GEORGIA10102.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10107"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10107"	"GEORGIA10107.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10286"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10286"	"GEORGIA10286.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10291"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10291"	"GEORGIA10291.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10371"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10371"	"GEORGIA10371.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10376"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10376"	"GEORGIA10376.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10381"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10381"	"GEORGIA10381.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10386"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10386"	"GEORGIA10386.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10551"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10551"	"GEORGIA10551.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10556"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10556"	"GEORGIA10556.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10561"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10561"	"GEORGIA10561.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10566"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10566"	"GEORGIA10566.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10786"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10786"	"GEORGIA10786.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10791"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10791"	"GEORGIA10791.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10796"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10796"	"GEORGIA10796.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10801"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10801"	"GEORGIA10801.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10966"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10966"	"GEORGIA10966.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10971"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10971"	"GEORGIA10971.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10976"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10976"	"GEORGIA10976.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA10981"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA10981"	"GEORGIA10981.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA11116"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA11116"	"GEORGIA11116.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA11121"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA11121"	"GEORGIA11121.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8115"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8115"	"GEORGIA8115.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8143"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8143"	"GEORGIA8143.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8227"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8227"	"GEORGIA8227.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8234"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8234"	"GEORGIA8234.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8332"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8332"	"GEORGIA8332.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"GEORGIA8339"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"GEORGIA8339"	"GEORGIA8339.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
