"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_2"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_3"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_4_140508103144"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_5"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T2_6"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_1"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_2"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_3"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_4"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_5"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ4_T4_6"	"AZ245"	""	""	"fosmidomycin 8 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_1"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_2"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_3"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_4"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_5"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T2_6"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_1"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_2"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_3"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_4"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_5"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ5_T4_6"	"AZ245"	""	""	"CHIR-090 0.0312 ug/ml"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_1a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_2a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_3a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_4a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_5a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T0_6a"	"AZ245"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_1a"	"AZ245"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_2a"	"AZ245"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T2_3a"	"AZ245"	""	""	"No drug"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_1a"	"AZ245"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_2a"	"AZ245"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDR_T4_3a"	"AZ245"	""	""	"No drug"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"IV_STDS_2a"	"AZ245"	""	""	"Drugs only"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"blank"	""	""	"Sample collection"	"blank1a"	"AZ245"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_7a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_8a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_9a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_10a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_11a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"5"	""	""
"AZ245"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"pooledQC_12a"	"AZ245"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"6"	""	""
"AZ245"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_1_1a"	"AZ245"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_2_1a"	"AZ245"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ245"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_3_1a"	"AZ245"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T05_1"	"AZ2_short"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T05_2"	"AZ2_short"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"AZ2_T05_3"	"AZ2_short"	""	""	"2-(cyclobutylmethoxy)-5'-deoxyadenosine 32 ug/ml"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_1b"	"AZ2_short"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_2b"	"AZ2_short"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T0_3b"	"AZ2_short"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T05_1"	"AZ2_short"	""	""	"No drug"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T05_1_140911220911"	"AZ2_short"	""	""	"No drug"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"NDr_T05_3"	"AZ2_short"	""	""	"No drug"	""	""	"0.5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_4"	"AZ2_short"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_5"	"AZ2_short"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"AZ2_short"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"Pooled_6"	"AZ2_short"	""	""	"Pooled"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"AZ2_short"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"IDSpos"	"AZ2_short"	""	""	"Fragmentation"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"blank"	""	""	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"solvent"	"BAO"	""	"Sample collection"	"solvent_blank"	"AZ2_short"	""	""	"Blank"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_1_5"	"AZ2_short"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_2_1"	"AZ2_short"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"AZ2_short"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"Std_3_1"	"AZ2_short"	""	""	"Standards"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T0_1"	"CAZ8xMIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"1"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T0_2"	"CAZ8xMIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"2"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T0_3"	"CAZ8xMIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"3"	""	""
"CAZ8xMIC"	"Escherichia coli"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli str. K12 substr. W3110 DELTAtolC||Tn10"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"CAZ_T0_4"	"CAZ8xMIC"	""	""	"No drug"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"4"	""	""
