Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[sequencing type]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[sequencing type]
HPC7_HiC_bioRep2	ERS939107	SAMEA3631958	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_HiC_bioRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_HiC_bioRep2_3	sequencing assay	ERX1167957	HPC7_HiC_bioRep2_R4.fastq.gz	HPC7_HiC_bioRep2_R4.fastq.gz	ERR1088393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR1088393/ERR1088393.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_HiC_bioRep2_uniques.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_HiC_bioRep2_uniques.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep1	ERS939108	SAMEA3631959	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep1	sequencing assay	ERX1167958	HPC7_Promoter_Capture_bioRep1_techRep1_R1.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep1_R1.fastq.gz	ERR1088394	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR1088394/ERR1088394.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep1	ERS939108	SAMEA3631959	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep1_1	sequencing assay	ERX1167958	HPC7_Promoter_Capture_bioRep1_techRep1_R3.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep1_R3.fastq.gz	ERR1088395	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR1088395/ERR1088395.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep2	ERS939109	SAMEA3631960	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep2	sequencing assay	ERX1167959	HPC7_Promoter_Capture_bioRep1_techRep2_R1.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep2_R1.fastq.gz	ERR1088396	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR1088396/ERR1088396.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep2	ERS939109	SAMEA3631960	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep2_1	sequencing assay	ERX1167959	HPC7_Promoter_Capture_bioRep1_techRep2_R2.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep2_R2.fastq.gz	ERR1088397	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/007/ERR1088397/ERR1088397.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep2	ERS939109	SAMEA3631960	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep2_2	sequencing assay	ERX1167959	HPC7_Promoter_Capture_bioRep1_techRep2_R3.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep2_R3.fastq.gz	ERR1088398	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR1088398/ERR1088398.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep1_techRep2	ERS939109	SAMEA3631960	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep1_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep1_techRep2_3	sequencing assay	ERX1167959	HPC7_Promoter_Capture_bioRep1_techRep2_R4.fastq.gz	HPC7_Promoter_Capture_bioRep1_techRep2_R4.fastq.gz	ERR1088399	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/009/ERR1088399/ERR1088399.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep1_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep1	ERS939110	SAMEA3631961	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep1	sequencing assay	ERX1167960	HPC7_Promoter_Capture_bioRep2_techRep1_R1.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep1_R1.fastq.gz	ERR1088400	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR1088400/ERR1088400.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep1	ERS939110	SAMEA3631961	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep1_1	sequencing assay	ERX1167960	HPC7_Promoter_Capture_bioRep2_techRep1_R2.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep1_R2.fastq.gz	ERR1088401	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR1088401/ERR1088401.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep1	ERS939110	SAMEA3631961	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep1_2	sequencing assay	ERX1167960	HPC7_Promoter_Capture_bioRep2_techRep1_R3.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep1_R3.fastq.gz	ERR1088402	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR1088402/ERR1088402.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep1	ERS939110	SAMEA3631961	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep1	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep1_3	sequencing assay	ERX1167960	HPC7_Promoter_Capture_bioRep2_techRep1_R4.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep1_R4.fastq.gz	ERR1088403	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR1088403/ERR1088403.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep1_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep2	ERS939111	SAMEA3631962	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep2	sequencing assay	ERX1167961	HPC7_Promoter_Capture_bioRep2_techRep2_R1.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep2_R1.fastq.gz	ERR1088404	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/004/ERR1088404/ERR1088404.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep2	ERS939111	SAMEA3631962	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep2_1	sequencing assay	ERX1167961	HPC7_Promoter_Capture_bioRep2_techRep2_R2.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep2_R2.fastq.gz	ERR1088405	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/005/ERR1088405/ERR1088405.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep2	ERS939111	SAMEA3631962	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep2_2	sequencing assay	ERX1167961	HPC7_Promoter_Capture_bioRep2_techRep2_R3.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep2_R3.fastq.gz	ERR1088406	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/006/ERR1088406/ERR1088406.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ChIP-Seq sequencing
HPC7_Promoter_Capture_bioRep2_techRep2	ERS939111	SAMEA3631962	Mus musculus	HPC-7	ChIP-Seq sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47022	P-MTAB-47024	HPC7_Promoter_Capture_bioRep2_techRep2	SINGLE	other	GENOMIC	not applicable	OTHER	P-MTAB-47026	CRUK Cambridge Institute Genomics Core	HPC7_Promoter_Capture_bioRep2_techRep2_3	sequencing assay	ERX1167961	HPC7_Promoter_Capture_bioRep2_techRep2_R4.fastq.gz	HPC7_Promoter_Capture_bioRep2_techRep2_R4.fastq.gz	ERR1088407	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/007/ERR1088407/ERR1088407.fastq.gz	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	HPC7_Promoter_Capture_Interactions.ibed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.HPC7_Promoter_Capture_bioRep2_techRep2_captured.bam	ChIP-Seq sequencing
IgG_HPC7	ERS939112	SAMEA3631963	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	IgG_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	IgG_HPC7	sequencing assay	ERX1167962	IgG_HPC7.fq.gz	IgG_HPC7.fq.gz	ERR1088408	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/008/ERR1088408/ERR1088408.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	IgG_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	  	  	  	  	  	  	  	Hi-C sequencing
Jun_HPC7	ERS939113	SAMEA3631964	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	Jun_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	Jun_HPC7	sequencing assay	ERX1167963	Jun_HPC7.fq.gz	Jun_HPC7.fq.gz	ERR1088409	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/009/ERR1088409/ERR1088409.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	Jun_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.6.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	Jun_HPC7.bed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.7.zip	Hi-C sequencing
Ldb1_HPC7	ERS939114	SAMEA3631965	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	Ldb1_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	Ldb1_HPC7	sequencing assay	ERX1167964	Ldb1_HPC7.fq.gz	Ldb1_HPC7.fq.gz	ERR1088410	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/000/ERR1088410/ERR1088410.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	Ldb1_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.8.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	Ldb1_HPC7.bed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.7.zip	Hi-C sequencing
Max_HPC7	ERS939115	SAMEA3631966	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	Max_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	Max_HPC7	sequencing assay	ERX1167965	Max_HPC7.fq.gz	Max_HPC7.fq.gz	ERR1088411	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/001/ERR1088411/ERR1088411.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	Max_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.8.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	Max_HPC7.bed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.7.zip	Hi-C sequencing
Myb_HPC7	ERS939116	SAMEA3631967	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	Myb_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	Myb_HPC7	sequencing assay	ERX1167966	Myb_HPC7.fq.gz	Myb_HPC7.fq.gz	ERR1088412	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/002/ERR1088412/ERR1088412.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	Myb_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.8.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	Myb_HPC7.bed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.7.zip	Hi-C sequencing
Nfe2_HPC7	ERS939117	SAMEA3631968	Mus musculus	HPC-7	Hi-C sequencing	haematopoietic stem/progenitor cell	cell	P-MTAB-47021	P-MTAB-47023	P-MTAB-47025	Nfe2_HPC7	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-47027	Babraham Institute	Nfe2_HPC7	sequencing assay	ERX1167967	Nfe2_HPC7.fq.gz	Nfe2_HPC7.fq.gz	ERR1088413	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR108/003/ERR1088413/ERR1088413.fastq.gz	P-MTAB-47028	P-MTAB-47030	P-MTAB-47031	P-MTAB-47032	P-MTAB-47033	Nfe2_HPC7.bw	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.8.zip	P-MTAB-47028	P-MTAB-47029	P-MTAB-47030	P-MTAB-47032	P-MTAB-47033	Nfe2_HPC7.bed	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3954/E-MTAB-3954.processed.7.zip	Hi-C sequencing
