"Sample Name"	"Factor Value[season]"	"Term Source REF"	"Term Accession Number"	"Factor Value[species]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Autumn_Hypcup_02"	"Autumn"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_10_Hypcup_1-B.3_01_6589"	"pos_10_Hypcup_1-B,3_01_6589.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Gripul_02"	"Autumn"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_11_Gripul_1-B.4_01_6590"	"pos_11_Gripul_1-B,4_01_6590.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Brarut_02"	"Autumn"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_12_Brarut_1-B.5_01_6591"	"pos_12_Brarut_1-B,5_01_6591.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Plaund_01"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_13_Plaund_1-B.6_01_6592"	"pos_13_Plaund_1-B,6_01_6592.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Plaund_02"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_14_Plaund_1-B.7_01_6593"	"pos_14_Plaund_1-B,7_01_6593.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Plaund_03"	"Autumn"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_15_Plaund_1-C.1_01_6596"	"pos_15_Plaund_1-C,1_01_6596.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Calcus_01"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_16_Calcus_1-C.2_01_6597"	"pos_16_Calcus_1-C,2_01_6597.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Calcus_02"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_17_Calcus_1-C.3_01_6598"	"pos_17_Calcus_1-C,3_01_6598.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Rhysqu_01"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_18_Rhysqu_1-C.4_01_6599"	"pos_18_Rhysqu_1-C,4_01_6599.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Rhysqu_02"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_19_Rhysqu_1-C.5_01_6600"	"pos_19_Rhysqu_1-C,5_01_6600.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Calcus_03"	"Autumn"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_20_Calcus_1-C.6_01_6601"	"pos_20_Calcus_1-C,6_01_6601.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Rhysqu_03"	"Autumn"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_21_Rhysqu_1-C.7_01_6602"	"pos_21_Rhysqu_1-C,7_01_6602.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Hypcup_03"	"Autumn"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_22_Hypcup_1-D.1_01_6605"	"pos_22_Hypcup_1-D,1_01_6605.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Gripul_03"	"Autumn"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_23_Gripul_1-D.2_01_6609"	"pos_23_Gripul_1-D,2_01_6609.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Brarut_03"	"Autumn"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_24_Brarut_1-D.3_01_6610"	"pos_24_Brarut_1-D,3_01_6610.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Marpol_01"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_25_Marpol_1-D.4_01_6611"	"pos_25_Marpol_1-D,4_01_6611.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Marpol_02"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_26_Marpol_1-D.5_01_6612"	"pos_26_Marpol_1-D,5_01_6612.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Autumn_Marpol_03"	"Autumn"	""	""	"Marchantia polymorpha s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_27_Marpol_1-D.6_01_6613"	"pos_27_Marpol_1-D,6_01_6613.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Fistax_01"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_01_Fistax_1-A.2_01_7105"	"pos_01_Fistax_1-A,2_01_7105.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Fistax_02"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_02_Fistax_1-A.3_01_7106"	"pos_02_Fistax_1-A,3_01_7106.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Fistax_03"	"Winter"	""	""	"Fissidens taxifolius"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_03_Fistax_1-A.4_01_7107"	"pos_03_Fistax_1-A,4_01_7107.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Hypcup_01"	"Winter"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_04_Hypcup_1-A.5_01_7108"	"pos_04_Hypcup_1-A,5_01_7108.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Brarut_01"	"Winter"	""	""	"Brachythecium rutabulum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_05_Brarut_1-A.6_01_7109"	"pos_05_Brarut_1-A,6_01_7109.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Polstr_01"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_06_Polstr_1-A.7_01_7110"	"pos_06_Polstr_1-A,7_01_7110.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Polstr_02"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_07_Polstr_1-A.8_01_7111"	"pos_07_Polstr_1-A,8_01_7111.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Polstr_03"	"Winter"	""	""	"Polytrichum strictum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_08_Polstr_1-A.1_01_7114"	"pos_08_Polstr_1-A,1_01_7114.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Gripul_01"	"Winter"	""	""	"Grimmia pulvinata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_09_Gripul_1-A.2_01_7115"	"pos_09_Gripul_1-A,2_01_7115.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Hypcup_02"	"Winter"	""	""	"Hypnum cupressiforme s. l."	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_10_Hypcup_1-A.3_01_7116"	"pos_10_Hypcup_1-A,3_01_7116.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Plaund_01"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_11_Plaund_1-A.4_01_7117"	"pos_11_Plaund_1-A,4_01_7117.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Plaund_02"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_12_Plaund_1-A.5_01_7118"	"pos_12_Plaund_1-A,5_01_7118.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Plaund_03"	"Winter"	""	""	"Plagiomnium undulatum"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_13_Plaund_1-A.6_01_7119"	"pos_13_Plaund_1-A,6_01_7119.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Rhysqu_01"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_14_Rhysqu_1-A.7_01_7120"	"pos_14_Rhysqu_1-A,7_01_7120.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Rhysqu_02"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_15_Rhysqu_1-A.8_01_7138"	"pos_15_Rhysqu_1-A,8_01_7138.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Rhysqu_03"	"Winter"	""	""	"Rhytidiadelphus squarrosus"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_16_Rhysqu_1-A.1_01_7139"	"pos_16_Rhysqu_1-A,1_01_7139.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Calcus_01"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_17_Calcus_1-A.2_01_7140"	"pos_17_Calcus_1-A,2_01_7140.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Calcus_02"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_18_Calcus_1-A.3_01_7141"	"pos_18_Calcus_1-A,3_01_7141.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
"Winter_Calcus_03"	"Winter"	""	""	"Calliergonella cuspidata"	""	""	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1mm x100mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Bruker micrOTOF-Q II"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"pos_19_Calcus_1-A.4_01_7142"	"pos_19_Calcus_1-A,4_01_7142.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bryos_metabolite_profiling_mass_spectrometry_positive_mode.maf.tsv"
