"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell Type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Peturbation]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time Point]"	"Unit"	"Term Source REF"	"Term Accession Number"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 4hr B"	"cancer stem cell"	""	""	"control"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 4hr C"	"cancer stem cell"	""	""	"control"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 8hr A"	"cancer stem cell"	""	""	"control"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 8hr B"	"cancer stem cell"	""	""	"control"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 8hr C"	"cancer stem cell"	""	""	"control"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 24hr A"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 24hr B"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 24hr C"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 48hr A"	"cancer stem cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 48hr B"	"cancer stem cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Control 48hr C"	"cancer stem cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 2hr A"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 2hr B"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 2hr C"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 4hr A"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 4hr B"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 4hr C"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 8hr A"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 8hr B"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 8hr C"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 24hr A"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 24hr B"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 24hr C"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 48hr A"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 48hr B"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC GlucDep 48hr C"	"cancer stem cell"	""	""	"glucose deprived"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 2hr A"	"cancer stem cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 2hr B"	"cancer stem cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 2hr C"	"cancer stem cell"	""	""	"hypoxic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 4hr A"	"cancer stem cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 4hr B"	"cancer stem cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 4hr C"	"cancer stem cell"	""	""	"hypoxic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 8hr A"	"cancer stem cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 8hr B"	"cancer stem cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 8hr C"	"cancer stem cell"	""	""	"hypoxic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 24hr A"	"cancer stem cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 24hr B"	"cancer stem cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 24hr C"	"cancer stem cell"	""	""	"hypoxic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 48hr A"	"cancer stem cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 48hr B"	"cancer stem cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Hypoxic 48hr C"	"cancer stem cell"	""	""	"hypoxic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 2hr A"	"cancer stem cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 2hr B"	"cancer stem cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 2hr C"	"cancer stem cell"	""	""	"ischemic"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 4hr A"	"cancer stem cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 4hr B"	"cancer stem cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 4hr C"	"cancer stem cell"	""	""	"ischemic"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 8hr A"	"cancer stem cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 8hr B"	"cancer stem cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 8hr C"	"cancer stem cell"	""	""	"ischemic"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 24hr A"	"cancer stem cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 24hr B"	"cancer stem cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 24hr C"	"cancer stem cell"	""	""	"ischemic"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 48hr A"	"cancer stem cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 48hr B"	"cancer stem cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Ischemia 48hr C"	"cancer stem cell"	""	""	"ischemic"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo 0hr A"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo 0hr B"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo 0hr C"	"cancer stem cell"	""	""	"control"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo Control 24hr A"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo Control 24hr B"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo Control 24hr C"	"cancer stem cell"	""	""	"control"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo Control 48hr A"	"cancer stem cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC Chemo Control 48hr B"	"cancer stem cell"	""	""	"control"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 24hr A"	"cancer stem cell"	""	""	"chemo"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 24hr B"	"cancer stem cell"	""	""	"chemo"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 24hr C"	"cancer stem cell"	""	""	"chemo"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 48hr A"	"cancer stem cell"	""	""	"chemo"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 48hr B"	"cancer stem cell"	""	""	"chemo"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"intracellular"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"ovarian serous adenocarcinoma cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0003804"	"Sample collection"	"OCSC 1.5xChemo 48hr C"	"cancer stem cell"	""	""	"chemo"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
