"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan m/z range]"	"Parameter Value[Scan polarity]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"89"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"89"	"89_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"90"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"90"	"90_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"58"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"58"	"58_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"59"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"59"	"59_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"60"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"60"	"60_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"61"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"61"	"61_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"62"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"62"	"62_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"63"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"63"	"63_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"64"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"64"	"64_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"65"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"65"	"65_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"66"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"66"	"66_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"67"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"67"	"67_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"68"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"68"	"68_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"69"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"69"	"69_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"70"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"70"	"70_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"71"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"71"	"71_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"72"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"72"	"72_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"73"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"73"	"73_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"74"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"74"	"74_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"75"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"75"	"75_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"76"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"76"	"76_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"77"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"77"	"77_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"39"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"39"	"39_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"40"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"40"	"40_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"41"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"41"	"41_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"42"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"42"	"42_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"43"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"43"	"43_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"44"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"44"	"44_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"45"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"45"	"45_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"46"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"46"	"46_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"47"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"47"	"47_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"48"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"48"	"48_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"49"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"49"	"49_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"50"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"50"	"50_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"51"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"51"	"51_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"52"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"52"	"52_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"53"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"53"	"53_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"54"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"54"	"54_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"55"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"55"	"55_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"56"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"56"	"56_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
"57"	"Extraction"	"borate buffer (pH 8.5)/formic acid"	"other"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"57"	"57_amines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_amine_mass_spectrometry_v2_maf.tsv"
