"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan m/z range]"	"Parameter Value[Scan polarity]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"89"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"89"	"89_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"90"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"90"	"90_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"58"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"58"	"58_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"59"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"59"	"59_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"60"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"60"	"60_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"61"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"61"	"61_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"62"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"62"	"62_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"63"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"63"	"63_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"64"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"64"	"64_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"65"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"65"	"65_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"66"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"66"	"66_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"67"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"67"	"67_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"68"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"68"	"68_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"69"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"69"	"69_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"70"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"70"	"70_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"71"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"71"	"71_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"72"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"72"	"72_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"73"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"73"	"73_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"74"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"74"	"74_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"75"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"75"	"75_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"76"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"76"	"76_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"77"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"77"	"77_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"39"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"39"	"39_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"40"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"40"	"40_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"41"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"41"	"41_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"42"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"42"	"42_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"43"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"43"	"43_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"44"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"44"	"44_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"45"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"45"	"45_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"46"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"46"	"46_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"47"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"47"	"47_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"48"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"48"	"48_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"49"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"49"	"49_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"50"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"50"	"50_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"51"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"51"	"51_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"52"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"52"	"52_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"53"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"53"	"53_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"54"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"54"	"54_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"55"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"55"	"55_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"56"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"56"	"56_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
"57"	"Extraction"	"methanol"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"AccQ-Tag Ultra C18 (1.7 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	""	"positive"	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"57"	"57_acylcarnitines.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_acyl_carnitine_mass_spectrometry_v2_maf.tsv"
