"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Pool.2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.2"	"003_CRa_H9M5_M470_Pool_02_low_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Pool.3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.3"	"014_CRa_H9M5_M470_Pool_03_low_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Pool.4"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.4"	"023_CRa_H9M5_M470_Pool_04_low_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Pool.5"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.5"	"033_CRa_H9M5_M470_Pool_05_low_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Pool.6"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool.6"	"042_CRa_H9M5_M470_Pool_06_low_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C01.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01.R1"	"012_CRa_H9M5_M470_C01_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C03.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03.R1"	"025_CRa_H9M5_M470_C03_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C14.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14.R1"	"030_CRa_H9M5_M470_C14_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L01.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01.R1"	"034_CRa_H9M5_M470_L01_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L03.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03.R1"	"040_CRa_H9M5_M470_L03_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L14.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14.R1"	"044_CRa_H9M5_M470_L14_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H01.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01.R1"	"006_CRa_H9M5_M470_H01_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H03.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03.R1"	"017_CRa_H9M5_M470_H03_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H14.R1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14.R1"	"008_CRa_H9M5_M470_H14_K1_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C01.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01.R2"	"035_CRa_H9M5_M470_C01_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C03.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03.R2"	"039_CRa_H9M5_M470_C03_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C14.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14.R2"	"011_CRa_H9M5_M470_C14_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L01.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01.R2"	"007_CRa_H9M5_M470_L01_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L03.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03.R2"	"021_CRa_H9M5_M470_L03_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L14.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14.R2"	"045_CRa_H9M5_M470_L14_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H01.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01.R2"	"016_CRa_H9M5_M470_H01_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H03.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03.R2"	"026_CRa_H9M5_M470_H03_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H14.R2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14.R2"	"015_CRa_H9M5_M470_H14_K2_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C01.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01.R3"	"019_CRa_H9M5_M470_C01_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C03.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03.R3"	"036_CRa_H9M5_M470_C03_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"C14.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14.R3"	"020_CRa_H9M5_M470_C14_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L01.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01.R3"	"029_CRa_H9M5_M470_L01_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L03.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03.R3"	"010_CRa_H9M5_M470_L03_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"L14.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14.R3"	"038_CRa_H9M5_M470_L14_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H01.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01.R3"	"031_CRa_H9M5_M470_H01_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H03.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03.R3"	"046_CRa_H9M5_M470_H03_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"H14.R3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14.R3"	"027_CRa_H9M5_M470_H14_K3_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.1"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.1"	"001_CRa_H9M5_M470_Blank_01_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.2"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.2"	"005_CRa_H9M5_M470_Blank_02_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.3"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.3"	"009_CRa_H9M5_M470_Blank_03_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.4"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.4"	"013_CRa_H9M5_M470_Blank_04_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.5"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.5"	"018_CRa_H9M5_M470_Blank_05_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.6"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.6"	"022_CRa_H9M5_M470_Blank_06_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.7"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.7"	"028_CRa_H9M5_M470_Blank_07_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
"Blank.8"	"Extraction"	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"200-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank.8"	"032_CRa_H9M5_M470_Blank_08_high_neg.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	"m_NEG_nephron_toxicity_mass_spectrometry_v2_maf.tsv"
