"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[harvesting time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[siRNA]"	"Term Source REF"	"Term Accession Number"
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-4"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-5"	"10"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-6"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-7"	"14"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-8"	"16"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-9"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-10"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-11"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-12"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-13"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-14"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-15"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-16"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-17"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-18"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-19"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-20"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-21"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-22"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-23"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"U2OS"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	""	""	""	"U2-OS cell"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001938"	"Sample collection"	"Cry2-24"	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"Cry2"	""	""
"Mouse liver 1"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-1"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 2"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-2"	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 3"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-3"	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 4"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-4"	"3"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 5"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-5"	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 6"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-6"	"5"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 7"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-7"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 8"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-8"	"7"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-9"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 10"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-10"	"9"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 11"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-11"	"10"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 12"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-12"	"11"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 13"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-13"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 14"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-14"	"13"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 15"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-15"	"14"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 16"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-16"	"15"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 17"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-17"	"16"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 18"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-18"	"17"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 19"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-19"	"18"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 20"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-20"	"19"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 21"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-21"	"20"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 22"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-22"	"21"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 23"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-23"	"22"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 24"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-24"	"23"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 25"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-25"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 26"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-26"	"25"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 27"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-27"	"26"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 28"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-28"	"27"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 29"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-29"	"28"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 30"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-30"	"29"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 31"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-31"	"30"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 32"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-32"	"31"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 33"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-33"	"32"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 34"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-34"	"33"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 35"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-35"	"34"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 36"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-36"	"35"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 37"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-37"	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 38"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-38"	"37"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 39"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-39"	"38"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 40"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-40"	"39"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 41"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-41"	"40"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 42"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-42"	"41"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 43"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-43"	"42"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 44"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-44"	"43"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 45"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-45"	"44"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 46"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-46"	"45"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 47"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-47"	"46"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 48"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet1-48"	"47"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 50"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-1"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
"Mouse liver 51"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"LivSet2-2"	"1"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	""	""	""
