"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"LivSet1-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-20(2)"	"Sai_Liv_Set1_May_13_2015_119.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 19 bio rep 1, technical replicate 2"	""	""
"LivSet1-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-21"	"Sai_Liv_Set1_May_13_2015_063.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 20 bio rep 1, technical replicate 1"	""	""
"LivSet1-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-21(2)"	"Sai_Liv_Set1_May_13_2015_044.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 20 bio rep 1, technical replicate 2"	""	""
"LivSet1-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-22"	"Sai_Liv_Set1_May_13_2015_118.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 21 bio rep 1, technical replicate 1"	""	""
"LivSet1-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-22(2)"	"Sai_Liv_Set1_May_13_2015_120.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 21 bio rep 1, technical replicate 2"	""	""
"LivSet1-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-23"	"Sai_Liv_Set1_May_13_2015_078.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 22 bio rep 1, technical replicate 1"	""	""
"LivSet1-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-23(2)"	"Sai_Liv_Set1_May_13_2015_111.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 22 bio rep 1, technical replicate 2"	""	""
"LivSet1-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-24"	"Sai_Liv_Set1_May_13_2015_087.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 23 bio rep 1, technical replicate 1"	""	""
"LivSet1-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-24(2)"	"Sai_Liv_Set1_May_13_2015_089.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 23 bio rep 1, technical replicate 2"	""	""
"LivSet1-25"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-25"	"Sai_Liv_Set1_May_13_2015_033.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 24 bio rep 1, technical replicate 1"	""	""
"LivSet1-25"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-25(2)"	"Sai_Liv_Set1_May_13_2015_107.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 24 bio rep 1, technical replicate 2"	""	""
"LivSet1-26"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-26"	"Sai_Liv_Set1_May_13_2015_092.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 25 bio rep 1, technical replicate 1"	""	""
"LivSet1-26"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-26(2)"	"Sai_Liv_Set1_May_13_2015_031.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 25 bio rep 1, technical replicate 2"	""	""
"LivSet1-27"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-27"	"Sai_Liv_Set1_May_13_2015_101.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 26 bio rep 1, technical replicate 1"	""	""
"LivSet1-27"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-27(2)"	"Sai_Liv_Set1_May_13_2015_104.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 26 bio rep 1, technical replicate 2"	""	""
"LivSet1-28"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-28"	"Sai_Liv_Set1_May_13_2015_037.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 27 bio rep 1, technical replicate 1"	""	""
"LivSet1-28"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-28(2)"	"Sai_Liv_Set1_May_13_2015_079.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 27 bio rep 1, technical replicate 2"	""	""
"LivSet1-29"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-29"	"Sai_Liv_Set1_May_13_2015_015.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 28 bio rep 1, technical replicate 1"	""	""
"LivSet1-29"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-29(2)"	"Sai_Liv_Set1_May_13_2015_029.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 28 bio rep 1, technical replicate 2"	""	""
"LivSet1-30"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-30"	"Sai_Liv_Set1_May_13_2015_016.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 29 bio rep 1, technical replicate 1"	""	""
"LivSet1-30"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-30(2)"	"Sai_Liv_Set1_May_13_2015_054.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 29 bio rep 1, technical replicate 2"	""	""
"LivSet1-31"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-31"	"Sai_Liv_Set1_May_13_2015_112.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 30 bio rep 1, technical replicate 1"	""	""
"LivSet1-31"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-31(2)"	"Sai_Liv_Set1_May_13_2015_022.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 30 bio rep 1, technical replicate 2"	""	""
"LivSet1-32"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-32"	"Sai_Liv_Set1_May_13_2015_071.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 31 bio rep 1, technical replicate 1"	""	""
"LivSet1-32"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-32(2)"	"Sai_Liv_Set1_May_13_2015_113.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 31 bio rep 1, technical replicate 2"	""	""
"LivSet1-33"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-33"	"Sai_Liv_Set1_May_13_2015_075.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 32 bio rep 1, technical replicate 1"	""	""
"LivSet1-33"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-33(2)"	"Sai_Liv_Set1_May_13_2015_040.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 32 bio rep 1, technical replicate 2"	""	""
"LivSet1-34"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-34"	"Sai_Liv_Set1_May_13_2015_028.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 33 bio rep 1, technical replicate 1"	""	""
"LivSet1-34"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-34(2)"	"Sai_Liv_Set1_May_13_2015_043.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 33 bio rep 1, technical replicate 2"	""	""
"LivSet1-35"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-35"	"Sai_Liv_Set1_May_13_2015_021.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 34 bio rep 1, technical replicate 1"	""	""
"LivSet1-35"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-35(2)"	"Sai_Liv_Set1_May_13_2015_067.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 34 bio rep 1, technical replicate 2"	""	""
"LivSet1-36"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-36"	"Sai_Liv_Set1_May_13_2015_115.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 35 bio rep 1, technical replicate 1"	""	""
"LivSet1-36"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-36(2)"	"Sai_Liv_Set1_May_13_2015_045.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 35 bio rep 1, technical replicate 2"	""	""
"LivSet1-37"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-37"	"Sai_Liv_Set1_May_13_2015_059.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 36 bio rep 1, technical replicate 1"	""	""
"LivSet1-37"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-37(2)"	"Sai_Liv_Set1_May_13_2015_057.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 36 bio rep 1, technical replicate 2"	""	""
"LivSet1-38"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-38"	"Sai_Liv_Set1_May_13_2015_095.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 37 bio rep 1, technical replicate 1"	""	""
"LivSet1-38"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-38(2)"	"Sai_Liv_Set1_May_13_2015_056.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 37 bio rep 1, technical replicate 2"	""	""
"LivSet1-39"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-39"	"Sai_Liv_Set1_May_13_2015_046.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 38 bio rep 1, technical replicate 1"	""	""
"LivSet1-39"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-39(2)"	"Sai_Liv_Set1_May_13_2015_061.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 38 bio rep 1, technical replicate 2"	""	""
"LivSet1-40"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-40"	"Sai_Liv_Set1_May_13_2015_039.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 39 bio rep 1, technical replicate 1"	""	""
"LivSet1-40"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet1-40(2)"	"Sai_Liv_Set1_May_13_2015_053.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 39 bio rep 1, technical replicate 2"	""	""
