"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"WB_060212_ASWAT_53"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_060212_ASWAT_53"	"WB_060212_ASWAT_53.raw"	"Data transformation"	""	"WB_060212_ASWAT_53.cdf"	"Metabolite identification"	""	""
"WB_060212_ASWAT_54"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_060212_ASWAT_54"	"WB_060212_ASWAT_54.raw"	"Data transformation"	""	"WB_060212_ASWAT_54.cdf"	"Metabolite identification"	""	""
"WB_060212_ASWAT_55"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_060212_ASWAT_55"	"WB_060212_ASWAT_55.raw"	"Data transformation"	""	"WB_060212_ASWAT_55.cdf"	"Metabolite identification"	""	""
"WB_060212_ASWAT_56"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_060212_ASWAT_56"	"WB_060212_ASWAT_56.raw"	"Data transformation"	""	"WB_060212_ASWAT_56.cdf"	"Metabolite identification"	""	""
"WB_060212_ASWAT_57"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_060212_ASWAT_57"	"WB_060212_ASWAT_57.raw"	"Data transformation"	""	"WB_060212_ASWAT_57.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_06"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_06"	"WB_CC_BAT_06.raw"	"Data transformation"	""	"WB_CC_BAT_06.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_07"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_07"	"WB_CC_BAT_07.raw"	"Data transformation"	""	"WB_CC_BAT_07.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_08"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_08"	"WB_CC_BAT_08.raw"	"Data transformation"	""	"WB_CC_BAT_08.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_09"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_09"	"WB_CC_BAT_09.raw"	"Data transformation"	""	"WB_CC_BAT_09.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_10"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_10"	"WB_CC_BAT_10.raw"	"Data transformation"	""	"WB_CC_BAT_10.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_11"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_11"	"WB_CC_BAT_11.raw"	"Data transformation"	""	"WB_CC_BAT_11.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_12"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_12"	"WB_CC_BAT_12.raw"	"Data transformation"	""	"WB_CC_BAT_12.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_13"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_13"	"WB_CC_BAT_13.raw"	"Data transformation"	""	"WB_CC_BAT_13.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_14"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_14"	"WB_CC_BAT_14.raw"	"Data transformation"	""	"WB_CC_BAT_14.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_15"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_15"	"WB_CC_BAT_15.raw"	"Data transformation"	""	"WB_CC_BAT_15.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_17"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_17"	"WB_CC_BAT_17.raw"	"Data transformation"	""	"WB_CC_BAT_17.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_18"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_18"	"WB_CC_BAT_18.raw"	"Data transformation"	""	"WB_CC_BAT_18.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_19"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_19"	"WB_CC_BAT_19.raw"	"Data transformation"	""	"WB_CC_BAT_19.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_20"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_20"	"WB_CC_BAT_20.raw"	"Data transformation"	""	"WB_CC_BAT_20.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_21"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_21"	"WB_CC_BAT_21.raw"	"Data transformation"	""	"WB_CC_BAT_21.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_22"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_22"	"WB_CC_BAT_22.raw"	"Data transformation"	""	"WB_CC_BAT_22.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_23"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_23"	"WB_CC_BAT_23.raw"	"Data transformation"	""	"WB_CC_BAT_23.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_24"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_24"	"WB_CC_BAT_24.raw"	"Data transformation"	""	"WB_CC_BAT_24.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_25"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_25"	"WB_CC_BAT_25.raw"	"Data transformation"	""	"WB_CC_BAT_25.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_26"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_26"	"WB_CC_BAT_26.raw"	"Data transformation"	""	"WB_CC_BAT_26.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_28"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_28"	"WB_CC_BAT_28.raw"	"Data transformation"	""	"WB_CC_BAT_28.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_29"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_29"	"WB_CC_BAT_29.raw"	"Data transformation"	""	"WB_CC_BAT_29.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_30"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_30"	"WB_CC_BAT_30.raw"	"Data transformation"	""	"WB_CC_BAT_30.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_31"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_31"	"WB_CC_BAT_31.raw"	"Data transformation"	""	"WB_CC_BAT_31.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_32"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_32"	"WB_CC_BAT_32.raw"	"Data transformation"	""	"WB_CC_BAT_32.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_33"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_33"	"WB_CC_BAT_33.raw"	"Data transformation"	""	"WB_CC_BAT_33.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_34"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_34"	"WB_CC_BAT_34.raw"	"Data transformation"	""	"WB_CC_BAT_34.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_35"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_35"	"WB_CC_BAT_35.raw"	"Data transformation"	""	"WB_CC_BAT_35.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_36"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_36"	"WB_CC_BAT_36.raw"	"Data transformation"	""	"WB_CC_BAT_36.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_37"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_37"	"WB_CC_BAT_37.raw"	"Data transformation"	""	"WB_CC_BAT_37.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_39"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_39"	"WB_CC_BAT_39.raw"	"Data transformation"	""	"WB_CC_BAT_39.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_40"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_40"	"WB_CC_BAT_40.raw"	"Data transformation"	""	"WB_CC_BAT_40.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_41"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_41"	"WB_CC_BAT_41.raw"	"Data transformation"	""	"WB_CC_BAT_41.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_42"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_42"	"WB_CC_BAT_42.raw"	"Data transformation"	""	"WB_CC_BAT_42.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_43"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_43"	"WB_CC_BAT_43.raw"	"Data transformation"	""	"WB_CC_BAT_43.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_44"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_44"	"WB_CC_BAT_44.raw"	"Data transformation"	""	"WB_CC_BAT_44.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_45"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_45"	"WB_CC_BAT_45.raw"	"Data transformation"	""	"WB_CC_BAT_45.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_46"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_46"	"WB_CC_BAT_46.raw"	"Data transformation"	""	"WB_CC_BAT_46.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_47"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_47"	"WB_CC_BAT_47.raw"	"Data transformation"	""	"WB_CC_BAT_47.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_48"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_48"	"WB_CC_BAT_48.raw"	"Data transformation"	""	"WB_CC_BAT_48.cdf"	"Metabolite identification"	""	""
"WB_CC_BAT_50"	"Extraction"	""	""	""	"Chromatography"	"Thermo Electron FOCUS GC"	""	""	"TRACE TR-FAME GC (0.25 μm, 0.25 mm × 30 m, Thermo Scientific)"	"high polarity"	"Thermo Electron Flame Ionization Detector"	""	""	"250"	"degree Celsius"	"UO"	"http://purl.obolibrary.org/obo/UO_0000027"	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"WB_CC_BAT_50"	"WB_CC_BAT_50.raw"	"Data transformation"	""	"WB_CC_BAT_50.cdf"	"Metabolite identification"	""	""
