"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"112Vein_pl03_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl03_GGT3_rep1run1_291009_1"	"112Vein_pl03_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl03_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl03_GGT3_rep1run2_291009_1"	"112Vein_pl03_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl07_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl07_GGT3_rep1run1_291009_1"	"112Vein_pl07_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl07_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl07_GGT3_rep1run2_291009_1"	"112Vein_pl07_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl11_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl11_GGT3_rep1run1_291009_1"	"112Vein_pl11_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl11_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl11_GGT3_rep1run2_291009_1"	"112Vein_pl11_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl15_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl15_GGT3_rep1run1_291009_1"	"112Vein_pl15_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl15_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl15_GGT3_rep1run2_291009_1"	"112Vein_pl15_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl19_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl19_GGT3_rep1run1_291009_1"	"112Vein_pl19_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl19_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl19_GGT3_rep1run2_291009_1"	"112Vein_pl19_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl23_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl23_GGT3_rep1run1_291009_1"	"112Vein_pl23_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl23_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl23_GGT3_rep1run2_291009_1"	"112Vein_pl23_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl31_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl31_GGT3_rep1run1_291009_1"	"112Vein_pl31_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl31_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl31_GGT3_rep1run2_291009_1"	"112Vein_pl31_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl35_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl35_GGT3_rep1run1_291009_1"	"112Vein_pl35_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl35_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl35_GGT3_rep1run2_291009_1"	"112Vein_pl35_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl04_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl04_GGT3_rep1run1_291009_1"	"112Vein_pl04_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl04_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl04_GGT3_rep1run2_291009_1"	"112Vein_pl04_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl08_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl08_GGT3_rep1run1_291009_1"	"112Vein_pl08_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl08_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl08_GGT3_rep1run2_291009_1"	"112Vein_pl08_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl12_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl12_GGT3_rep1run1_291009_1"	"112Vein_pl12_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl12_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl12_GGT3_rep1run2_291009_1"	"112Vein_pl12_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl16_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl16_GGT3_rep1run1_291009_1"	"112Vein_pl16_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl16_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl16_GGT3_rep1run2_291009_1"	"112Vein_pl16_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl20_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl20_GGT3_rep1run1_291009_1"	"112Vein_pl20_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl20_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl20_GGT3_rep1run2_291009_1"	"112Vein_pl20_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl24_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl24_GGT3_rep1run1_291009_1"	"112Vein_pl24_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl24_GGT3_rep1run2_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl24_GGT3_rep1run2_291009_1"	"112Vein_pl24_GGT3_rep1run2_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"112Vein_pl32_GGT3_rep1run1_291009_1"	"Extraction"	""	""	""	"Chromatography"	"Agilent 6890 GC"	""	""	"Rtx-5 (0.20 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"diphenyltetramethyldisilazane deactivated retention gap (0.53 mm x 3 m)"	""	""	"BPX50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	"NA"	"NA"	""	""	"Mass spectrometry"	"positive"	"45–700"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"112Vein_pl32_GGT3_rep1run1_291009_1"	"112Vein_pl32_GGT3_rep1run1_291009_1.txt"	"Data transformation"	""	""	"Metabolite identification"	""	"m_catheterization_study_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
