"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[blood plasma]"	"Term Source REF"	"Term Accession Number"
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
"MRC_Run1_10uL_C01"	"Extraction"	"N/A"	"none"	"MRC_Run1_10uL_C01"	"Chromatography"	"Thermo Scientific Accela UHPLC System"	""	""	"Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)"	"reverse phase"	"N/A"	"N/A"	""	""	"Mass spectrometry"	"positive"	"150-1000"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"MRC_Run1_10uL_C01"	"MRC_Run1_10uL_C01.raw"	"Data transformation"	"MRC_Run1_10uL_C01"	""	"Metabolite identification"	"MRC_Run1_10uL_C01"	"m_live_mtbl4_metabolite profiling_mass spectrometry_v2_maf.tsv"	""	""	""
