Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Provider	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [material type]	Term Source REF	Term Accession Number	Characteristics [nsaid treatment]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [race]	Term Source REF	Term Accession Number	Characteristics [sex]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [nsaid treatment]	Term Source REF	Term Accession Number	FactorValue [time]
GSM1442207 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 8 h IL-1beta exposure	human aortic smc, control 8hr IL-1beta exposure	hasmc_none_tp8hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442207 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442207 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442207	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442207_RC8_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442207_sample_table.txt norm	GSM1442207_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	8
GSM1442206 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 8 h IL-1beta exposure	human aortic smc, control 8hr IL-1beta exposure	hasmc_none_tp8hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442206 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442206 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442206	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442206_RC47_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442206_sample_table.txt norm	GSM1442206_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	8
GSM1442205 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 8 h IL-1beta exposure	human aortic smc, control 8hr IL-1beta exposure	hasmc_none_tp8hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442205 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442205 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442205	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442205_RC34_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442205_sample_table.txt norm	GSM1442205_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	8
GSM1442204 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 8 h IL-1beta exposure	human aortic smc, control 8hr IL-1beta exposure	hasmc_none_tp8hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442204 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442204 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442204	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442204_RC21_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442204_sample_table.txt norm	GSM1442204_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	8
GSM1442203 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 2 h IL-1beta exposure	human aortic smc, control 2hr IL-1beta exposure	hasmc_none_tp2hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442203 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442203 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442203	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442203_RC5_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442203_sample_table.txt norm	GSM1442203_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	2
GSM1442202 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 2 h IL-1beta exposure	human aortic smc, control 2hr IL-1beta exposure	hasmc_none_tp2hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442202 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442202 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442202	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442202_RC44_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442202_sample_table.txt norm	GSM1442202_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	2
GSM1442201 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 2 h IL-1beta exposure	human aortic smc, control 2hr IL-1beta exposure	hasmc_none_tp2hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442201 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442201 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442201	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442201_RC31_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442201_sample_table.txt norm	GSM1442201_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	2
GSM1442200 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 2 h IL-1beta exposure	human aortic smc, control 2hr IL-1beta exposure	hasmc_none_tp2hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442200 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442200 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442200	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442200_RC18_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442200_sample_table.txt norm	GSM1442200_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	2
GSM1442199 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 0 h IL-1beta exposure	human aortic smc, control 0hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp0hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442199 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442199 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442199	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442199_RC54_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442199_sample_table.txt norm	GSM1442199_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	0
GSM1442198 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 0 h IL-1beta exposure	human aortic smc, control 0hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp0hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442198 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442198 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442198	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442198_RC41_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442198_sample_table.txt norm	GSM1442198_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	0
GSM1442197 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 0 h IL-1beta exposure	human aortic smc, control 0hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp0hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442197 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442197 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442197	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442197_RC2_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442197_sample_table.txt norm	GSM1442197_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	0
GSM1442196 1	Control : Pretreatment with dimethyl sulfoxide, sampled after 0 h IL-1beta exposure	human aortic smc, control 0hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp0hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442196 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442196 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442196	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442196_RC15_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442196_sample_table.txt norm	GSM1442196_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	0
GSM1442195 1	Control: no pre-treatment or IL-1beta exposure, sampled at t = -2 h	human aortic smc, control -2hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp-2hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442195 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442195 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442195	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442195_RC53_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442195_sample_table.txt norm	GSM1442195_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	-2
GSM1442194 1	Control: no pre-treatment or IL-1beta exposure, sampled at t = -2 h	human aortic smc, control -2hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp-2hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442194 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442194 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442194	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442194_RC40_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442194_sample_table.txt norm	GSM1442194_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	-2
GSM1442193 1	Control: no pre-treatment or IL-1beta exposure, sampled at t = -2 h	human aortic smc, control -2hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp-2hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442193 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442193 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442193	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442193_RC14_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442193_sample_table.txt norm	GSM1442193_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	-2
GSM1442192 1	Control: no pre-treatment or IL-1beta exposure, sampled at t = -2 h	human aortic smc, control -2hr timepoint, no NSAID, no IL-1beta	hasmc_none_tp-2hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	none	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442192 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442192 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442192	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442192_RC1_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442192_sample_table.txt norm	GSM1442192_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	none	  	  	-2
GSM1442191 1	Pretreatment with celecoxib, sampled after 24 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 24 hr IL-1beta exposure	hasmc_celecoxib_tp24hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442191 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442191 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442191	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442191_RC52_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442191_sample_table.txt norm	GSM1442191_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	24
GSM1442190 1	Pretreatment with celecoxib, sampled after 24 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 24 hr IL-1beta exposure	hasmc_celecoxib_tp24hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442190 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442190 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442190	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442190_RC39_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442190_sample_table.txt norm	GSM1442190_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	24
GSM1442189 1	Pretreatment with celecoxib, sampled after 24 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 24 hr IL-1beta exposure	hasmc_celecoxib_tp24hr_biological rep2	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442189 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442189 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442189	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442189_RC26_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442189_sample_table.txt norm	GSM1442189_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	24
GSM1442188 1	Pretreatment with celecoxib, sampled after 24 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 24 hr IL-1beta exposure	hasmc_celecoxib_tp24hr_biological rep1	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442188 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442188 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442188	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442188_RC13_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442188_sample_table.txt norm	GSM1442188_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	24
GSM1442187 1	Pretreatment with celecoxib, sampled after 8 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 8 hr IL-1beta exposure	hasmc_celecoxib_tp8hr_biological rep4	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442187 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442187 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442187	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442187_RC49_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.1.zip	P-GSE59671-1	ArrayExpress	GSM1442187_sample_table.txt norm	GSM1442187_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	8
GSM1442186 1	Pretreatment with celecoxib, sampled after 8 h IL-1beta exposure	human aortic smc, 2hr celecoxib exposure, 8 hr IL-1beta exposure	hasmc_celecoxib_tp8hr_biological rep3	Lonza	aortic smooth muscle cell	EFO	EFO_0002775	primary cell	EFO	EFO_0002660	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	White	EFO	EFO_0003156	male	EFO	EFO_0001266	P-GSE59671-2	ArrayExpress	P-GSE59671-3	ArrayExpress	P-GSE59671-4	ArrayExpress	GSM1442186 extract 1	total RNA	P-GSE59671-5	ArrayExpress	GSM1442186 LE 1	biotin	P-GSE59671-6	ArrayExpress	GSM1442186	A-AFFY-37	ArrayExpress	array assay	P-GSE59671-7	ArrayExpress	GSM1442186_RC36_U133Av2.0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.raw.2.zip	P-GSE59671-1	ArrayExpress	GSM1442186_sample_table.txt norm	GSM1442186_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-59671/E-GEOD-59671.processed.1.zip	celecoxib	EFO	http://purl.obolibrary.org/obo/CHEBI_41423	8
