"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"061916B-04 Ama ML 06pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R1"	"061916B-04.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-05 Ama ML 06pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R2"	"061916B-05.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-06 Ama ML 06pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R3"	"061916B-06.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-07 Ama ML 09pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R1"	"061916B-07.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-08 Ama ML 09pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R2"	"061916B-08.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-09 Ama ML 09pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R3"	"061916B-09.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-10 Ama ML 12am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R1"	"061916B-10.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-11 Ama ML 12am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R2"	"061916B-11.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-12 Ama ML 12am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R3"	"061916B-12.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-13 Ama ML 03am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R1"	"061916B-13.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-14 Ama ML 03am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R2"	"061916B-14.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"061916B-15 Ama ML 03am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R3"	"061916B-15.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-04 Ama ML 06am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06am R1"	"062916B-04.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-05 Ama ML 06am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06am R2"	"062916B-05.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-06 Ama ML 06am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06am R3"	"062916B-06.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-07 Ama ML 09am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09am R1"	"062916B-07.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-08 Ama ML 09am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09am R2"	"062916B-08.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-09 Ama ML 09am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09am R3"	"062916B-09.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-10 Ama ML 12pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12pm R1"	"062916B-10.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-11 Ama ML 12pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12pm R2"	"062916B-11.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-12 Ama ML 12pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12pm R3"	"062916B-12.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-13 Ama ML 03pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03pm R1"	"062916B-13.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-14 Ama ML 03pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03pm R2"	"062916B-14.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-15 Ama ML 03pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03pm R3"	"062916B-15.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-16 Ama ML 06pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R1"	"062916B-16.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-17 Ama ML 06pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R2"	"062916B-17.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-18 Ama ML 06pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 06pm R3"	"062916B-18.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-19 Ama ML 09pm R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R1"	"062916B-19.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-20 Ama ML 09pm R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R2"	"062916B-20.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-21 Ama ML 09pm R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 09pm R3"	"062916B-21.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-22 Ama ML 12am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R1"	"062916B-22.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-23 Ama ML 12am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R2"	"062916B-23.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-24 Ama ML 12am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 12am R3"	"062916B-24.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-25 Ama ML 03am R1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R1"	"062916B-25.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-26 Ama ML 03am R2"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R2"	"062916B-26.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
"062916B-27 Ama ML 03am R3"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"Rtx-5MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-650"	"Agilent 5975C inert XL MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ama ML 03am R3"	"062916B-27.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls363_agave_mass_spectrometry_v2_maf.tsv"
