"Sample Name"	"Factor Value[Extracellular/Intracellular]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"DBVPG1788e_B7_G3_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG1788e_B7_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG1788e_B7_G3_2"	"DBVPG1788e_B7_G3_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG1788e_B7_G3_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG1788e_B7_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG1788e_B7_G3_3"	"DBVPG1788e_B7_G3_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G1_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G1_1"	"DBVPG6044e_B7_G1_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G1_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G1_2"	"DBVPG6044e_B7_G1_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G1_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G1_3"	"DBVPG6044e_B7_G1_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G2_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G2_1"	"DBVPG6044e_B7_G2_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G2_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G2_2"	"DBVPG6044e_B7_G2_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G2_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G2_3"	"DBVPG6044e_B7_G2_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G3_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G3_1"	"DBVPG6044e_B7_G3_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G3_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G3_2"	"DBVPG6044e_B7_G3_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6044e_B7_G3_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6044e_B7_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6044e_B7_G3_3"	"DBVPG6044e_B7_G3_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G1_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G1_1"	"DBVPG6765e_B2_G1_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G1_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G1_2"	"DBVPG6765e_B2_G1_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G1_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G1_3"	"DBVPG6765e_B2_G1_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G2_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G2_1"	"DBVPG6765e_B2_G2_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G2_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G2_2"	"DBVPG6765e_B2_G2_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G2_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G2_3"	"DBVPG6765e_B2_G2_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G3_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G3_1"	"DBVPG6765e_B2_G3_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G3_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G3_2"	"DBVPG6765e_B2_G3_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"DBVPG6765e_B2_G3_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"DBVPG6765e_B2_G3"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"DBVPG6765e_B2_G3_3"	"DBVPG6765e_B2_G3_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G1_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G1_1"	"EthanolRede_B1_G1_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G1_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G1_2"	"EthanolRede_B1_G1_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G1_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G1"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G1_3"	"EthanolRede_B1_G1_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G2_1"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G2_1"	"EthanolRede_B1_G2_1.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G2_2"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G2_2"	"EthanolRede_B1_G2_2.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EthanolRede_B1_G2_3"	"extracellular space of host"	"EFO"	"http://purl.obolibrary.org/obo/GO_0043655"	"Extraction"	"Lyophilized samples were resuspended in 200 μl of sodium hydroxide solution (1 M) and transferred to a silanized glass tube, then mixed with 167 μl of methanol and 34 μl of pyridine."	"other"	"EthanolRede_B1_G2"	"Chromatography"	"Agilent 7890 GC"	""	""	"Zebron ZB-1701 w/GUARDIAN GC (0.15 μm, 0.25mm x 30 m + 5 m; Phenomenex)"	"medium polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"38-550"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"EthanolRede_B1_G2_3"	"EthanolRede_B1_G2_3.CDF"	"Data transformation"	""	""	"Metabolite identification"	"CfB_Yeast_Extra.xls"	"m_EXTRA_cfb_yeast_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
