"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[tumor and non tumor renal cell line]"	"Term Source REF"	"Term Accession Number"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_4.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_4.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_5.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_5.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_5.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_5.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_6.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_6.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_6.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_6.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_7.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_7.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_7.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_7.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_8.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_8.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_8.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_8.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_9.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_9.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_9.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_9.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_10.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_10.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_10.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_10.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_11.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_11.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_11.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_11.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_12.1.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_12.1.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_12.2.1"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_786-O"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"7_12.2.2"	"786-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005707"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_1.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_1.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_1.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_1.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_2.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_2.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_2.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_2.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_3.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_3.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_3.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_3.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_4.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_4.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_4.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_4.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_5.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_5.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_5.2.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_5.2.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_6.1.1"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
"CM_Caki-1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"kidney cell line"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000067"	"Culture Media, Conditioned"	"MESH"	"http://purl.bioontology.org/ontology/MESH/D017077"	"Sample Collection"	"C_6.1.2"	"Caki1"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002149"	"cancer cell line"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0001639"
