"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[stress]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[geneknockout]"	"Term Source REF"	"Term Accession Number"
"B217"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"53"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B218"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"54"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B219"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"55"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B220"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"56"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B221"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"57"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B222"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"58"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B223"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"59"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B224"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"60"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B225"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"61"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B226"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"62"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B227"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"63"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B228"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"64"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B229"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"65"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B230"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"66"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B231"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"67"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B232"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"68"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B233"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"69"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B234"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"70"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B235"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"71"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B236"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"72"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B31"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"73"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B32"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"74"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B33"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"75"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B34"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"76"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B35"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"77"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B36"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"78"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B37"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"79"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B38"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"80"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B39"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"81"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B310"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"82"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B311"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"83"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B312"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"84"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B313"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"85"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B314"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"86"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B315"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"87"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B316"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"88"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B317"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"89"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B318"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"90"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B319"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"91"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B320"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"92"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B321"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"93"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B322"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"94"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B323"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"95"	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B324"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"96"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B325"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"97"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B326"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"98"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B327"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"99"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B328"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"100"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B329"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"101"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B330"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"102"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"wild type genotype"	""	""
"B331"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"103"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.2"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B332"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"104"	"10"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.4"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
"B333"	"Pseudomonas putida"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/303"	"Pseudomonas putida DOT-T1E"	"PR"	"http://purl.obolibrary.org/obo/NCBITaxon_1196325"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"105"	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"0.6"	"milligram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000176"	"mutant strain"	""	""
