"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"F2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"F2"	"F2_AgNPL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"F3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"F3"	"F3_AgNPL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"F4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"F4"	"F4_AgNPL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"F5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"F5"	"F5_AgNPL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"F6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"F6"	"F6_AgNPL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G1"	"G1_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G2"	"G2_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G3"	"G3_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G4"	"G4_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G5"	"G5_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"G6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"G6"	"G6_AgNPVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"H2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"H2"	"H2_AgH.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"H3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"H3"	"H3_AgH.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"H4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"H4"	"H4_AgH.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"H5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"H5"	"H5_AgH.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"H6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"H6"	"H6_AgH.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I1"	"I1_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I2"	"I2_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I3"	"I3_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I4"	"I4_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I5"	"I5_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"I6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"I6"	"I6_AgM.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J1"	"J1_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J2"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J2"	"J2_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J3"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J3"	"J3_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J4"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J4"	"J4_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J5"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J5"	"J5_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"J6"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"J6"	"J6_AgL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K1"	"Extraction"	"30 µl 4:1 mixture of methanol:water with 20 mM ammonium acetate"	"none"	""	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000964"	"K1"	"K1_AgVL.zip"	"Data transformation"	"AgNPM2_RAW_norm_matrix"	"AgNPM2_RAW_norm_matrix.csv"	""	"AgNPM2_RAW_norm_knn_matrix"	"AgNPM2_RAW_norm_knn_matrix.csv"	""	"AgNPM2_RAW_norm_knn_glog_matrix"	"AgNPM2_RAW_norm_knn_glog_matrix.csv"	"Metabolite identification"	""	"m_mtbls260_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
