"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[nutrient]"	"Term Source REF"	"Term Accession Number"	"Factor Value[growth rate]"	"Term Source REF"	"Term Accession Number"
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"69_1"	"Nitrogen limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"70_1"	"Nitrogen limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"71_1"	"Nitrogen limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"72_1"	"Nitrogen limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"73_1"	"Phosphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"73_2"	"Phosphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"73_3"	"Phosphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"74_1"	"Phosphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"75_1"	"Phosphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"76_1"	"Phosphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"77_1"	"Phosphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"78_1"	"Phosphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"79_1"	"Phosphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"80_1"	"Phosphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"81_1"	"Phosphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"82_1"	"Sulphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"82_2"	"Sulphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"82_3"	"Sulphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"83_1"	"Sulphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"84_1"	"Sulphate limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"85_1"	"Sulphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"86_1"	"Sulphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"87_1"	"Sulphate limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"88_1"	"Sulphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"89_1"	"Sulphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"90_1"	"Sulphate limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"91_1"	"Ethanol limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"91_2"	"Ethanol limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"91_3"	"Ethanol limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"92_1"	"Ethanol limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"93_1"	"Ethanol limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"94_1"	"Ethanol limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"95_1"	"Ethanol limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"96_1"	"Ethanol limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"100_1"	"Glucose/O2 limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"100_2"	"Glucose/O2 limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"100_3"	"Glucose/O2 limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"101_1"	"Glucose/O2 limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"102_1"	"Glucose/O2 limiting"	""	""	"0.07"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"103_1"	"Glucose/O2 limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"104_1"	"Glucose/O2 limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"105_1"	"Glucose/O2 limiting"	""	""	"0.1"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"106_1"	"Glucose/O2 limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"107_1"	"Glucose/O2 limiting"	""	""	"0.2"	""	""
"External/Exometabolome"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain FY1679"	""	""	"exometabolome"	""	""	"Sample collection"	"108_1"	"Glucose/O2 limiting"	""	""	"0.2"	""	""
